Name,Ingredients,Instructions,nutr_per_ingredient,quantity,unit,weight_per_ingr,Total Time,Calories
Balsamic Reduction for Recipe #222776,"['vinegar, balsamic', 'sugars, granulated']","['Bring one cup of balsamic vinegar to a boil then turn down heat to simmer for 10 minutes.', 'Balsamic vinegar should reduce to approx 1/4 cup drizzle over bruschetta if desired.', '.', ""* I don't add the 1 tbsp sugar when reducing as I don't like mine to sweet but feel free to use it if you prefer.""]","[{'fat': 0.0, 'nrg': 224.0, 'pro': 1.28, 'sat': 0.0, 'sod': 64.0, 'sug': 38.24}, {'fat': 0.0, 'nrg': 48.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 12.570000000000002}]","['1', '1']","['cup', 'tablespoon']","[256.0, 12.600000000000001]",10.0,272.0
Denise's Cheese-N-Onion Dip,"['cheese, cheddar', 'onions, raw', 'salad dressing, mayonnaise, regular']","['Mix all together in the crock of a slow cooker.', 'Heat on low until cheese melts, about 1 hour.', 'Stir to be certain it is well-mixed.', 'Keep warm in crockpot to serve.', ""Use Frito's Scoops for dipping.""]","[{'fat': 87.94, 'nrg': 1066.0, 'pro': 60.38, 'sat': 49.808, 'sod': 1724.0, 'sug': 1.26}, {'fat': 0.32, 'nrg': 128.0, 'pro': 3.52, 'sat': 0.134, 'sod': 12.0, 'sug': 13.56}, {'fat': 165.28, 'nrg': 1504.0, 'pro': 2.08, 'sat': 25.84, 'sod': 1408.0, 'sug': 1.28}]","['2', '2', '1']","['cup', 'cup', 'cup']","[264.0, 320.0, 220.8]",60.0,2698.0
Molasses Horseradish Sweet Potato Spears,"['sweet potato, raw, unprepared', 'oil, olive, salad or cooking', 'salt, table', 'butter, without salt', 'molasses', 'horseradish, prepared']","['Put oven rack in lower third of oven and preheat oven to 450F.', 'If potato spears are very long, halve them diagonally.', 'Toss potatoes with oil and 3/4 teaspoon salt in a large bowl, then spread in 1 layer in a large shallow baking pan (1 inch deep).', 'Roast in lower third of oven, turning once or twice, until tender, 18 to 22 minutes.', 'Leave oven on.', 'While potatoes roast, bring butter, molasses, horseradish (with juice), and remaining 1/2 teaspoon salt to a boil in a small heavy saucepan, stirring, then reduce heat and simmer, stirring occasionally, until slightly thickened and reduced to about 3/4 cup, about 5 minutes.', 'Transfer mixture to a blender and puree 30 seconds (use caution when blending hot liquids).', 'Pour glaze through a fine-mesh sieve into a heatproof bowl, pressing on and discarding solids.', 'Drizzle glaze over cooked sweet potatoes and gently toss until coated.', 'Just before serving, bake glazed sweet potatoes in lower third of oven until hot, 3 to 5 minutes.']","[{'fat': 0.6803879999999999, 'nrg': 1170.2673599999998, 'pro': 21.3641832, 'sat': 0.24493967999999994, 'sod': 748.4268, 'sug': 56.88043679999999}, {'fat': 54.0, 'nrg': 476.0, 'pro': 0.0, 'sat': 7.456, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2906.25, 'sug': 0.0}, {'fat': 57.599999999999994, 'nrg': 510.0, 'pro': 0.6, 'sat': 35.845, 'sod': 10.0, 'sug': 0.05}, {'fat': 0.11333333333333334, 'nrg': 325.66666666666663, 'pro': 0.0, 'sat': 0.02033333333333333, 'sod': 41.666666666666664, 'sug': 83.93666666666667}, {'fat': 0.4799999999999999, 'nrg': 32.0, 'pro': 0.9599999999999999, 'sat': 0.064, 'sod': 336.0, 'sug': 6.4}]","['3', '1/4', '1 1/4', '5', '1/3', '1/3']","['pound', 'cup', 'teaspoon', 'tablespoon', 'cup', 'cup']","[1360.7759999999998, 54.0, 7.499999999999999, 71.0, 112.33333333333333, 80.0]",32.0,2513.9340266666663
Swedish Cookies (Brunscrackers),"['wheat flour, white, all-purpose, unenriched', 'leavening agents, baking soda', 'butter, without salt', 'sugars, granulated', 'sugars, granulated', 'syrup, maple, canadian']","['Preheat oven to 350 degrees F (175 degrees C).', 'Sift together the flour and baking soda.', 'In a separate bowl, cream together the butter, sugar, vanilla sugar, and golden syrup; mix well.', 'Stir in the flour and mix until just incorporated.', 'Form dough into two, 1 inch thick elongated rolls the length of your cookie pan.', 'Place them on the cookie pan with enough space in between for them to spread.', 'Bake in preheated oven until they are light golden brown and have flattened; about 20 to 22 minutes if using margarine, or 13 to 15 minutes if using butter.', 'Remove from oven and let cool slightly for about 3 minutes.', 'Cut diagonally into 1 to 2 inch strips while still warm.', 'Remove individual cookies to cool on a wire rack.']","[{'fat': 2.46, 'nrg': 910.0, 'pro': 25.82, 'sat': 0.388, 'sod': 4.0, 'sug': 0.68}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1259.0, 'sug': 0.0}, {'fat': 184.32, 'nrg': 1632.0, 'pro': 1.92, 'sat': 114.704, 'sod': 32.0, 'sug': 0.16}, {'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 0.0, 'nrg': 16.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 4.19}, {'fat': 0.0, 'nrg': 107.14285714285714, 'pro': 0.0, 'sat': 0.0, 'sod': 3.4722222222222223, 'sug': 23.779761904761905}]","['2', '1', '1', '1', '1', '2']","['cup', 'teaspoon', 'cup', 'cup', 'teaspoon', 'tablespoon']","[250.0, 4.6, 227.2, 201.60000000000002, 4.2, 39.682539682539684]",40.0,3433.1428571428573
Captains Saddle,"['beverages, carbonated, root beer', 'alcoholic beverage, distilled, rum, 80 proof']","['Shake with Ice.', 'Strain into a highball glass.']","[{'fat': 0.0, 'nrg': 11.623294999999999, 'pro': 0.0, 'sat': 0.0, 'sod': 3.685435, 'sug': 3.005047}, {'fat': 0.0, 'nrg': 65.487345, 'pro': 0.0, 'sat': 0.0, 'sod': 0.283495, 'sug': 0.0}]","['1', '1']","['ounce', 'ounce']","[28.3495, 28.3495]",,77.11064
Coconut Pecan Sweet Potatoes,"['sweet potato, raw, unprepared', 'nuts, pecans', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)', 'sugars, granulated', 'sugars, brown', 'butter, without salt', 'spices, cinnamon, ground', 'salt, table', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)', 'vanilla extract']","['Spray the inside of a slow cooker crock with cooking spray.', 'Place the sweet potato chunks in the slow cooker.', 'Combine pecans, coconut, sugar, brown sugar, butter, cinnamon and salt.', 'Sprinkle over potatoes.', 'Cover and cook on low 4 hoursor until potatoes are tender.', 'Stir in extracts.']","[{'fat': 0.907184, 'nrg': 1560.35648, 'pro': 28.485577600000003, 'sat': 0.32658623999999997, 'sod': 997.9024000000001, 'sug': 75.84058239999999}, {'fat': 941.4000000000001, 'nrg': 9036.0, 'pro': 120.0, 'sat': 80.832, 'sod': 0.0, 'sug': 51.96}, {'fat': 2457.6000000000004, 'nrg': 21696.0, 'pro': 0.0, 'sat': 2243.712, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 9984.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2614.5600000000004}, {'fat': 0.0, 'nrg': 6864.0, 'pro': 0.0, 'sat': 0.0, 'sod': 624.0, 'sug': 1815.84}, {'fat': 2580.48, 'nrg': 22848.0, 'pro': 26.88, 'sat': 1605.856, 'sod': 448.0, 'sug': 2.24}, {'fat': 0.36, 'nrg': 72.0, 'pro': 1.2000000000000002, 'sat': 0.108, 'sod': 0.0, 'sug': 0.72}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 51.2, 'nrg': 452.0, 'pro': 0.0, 'sat': 46.744, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 6.36}]","['4', '12', '12', '13', '13', '14', '12', '14', '12', '12']","['pound', 'cup', 'cup', 'cup', 'cup', 'cup', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon']","[1814.368, 1308.0, 2457.6000000000004, 2620.8, 1872.0, 3180.7999999999997, 31.200000000000003, 83.99999999999999, 51.2, 50.400000000000006]",240.0,72656.35648
Creamy & Easy Broccoli Slaw,"['fast foods, coleslaw', 'onions, raw', 'sugars, granulated', 'salt, table', 'spices, pepper, black', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'salad dressing, mayonnaise, regular', 'milk, buttermilk, fluid, cultured, lowfat', 'vinegar, cider', 'lemon juice, raw', 'oil, corn, peanut, and olive']","['Mix all ingredients thoroughly.', 'Cover bowl and refrigerate several hours or overnight before serving.']","[{'fat': 33.7132254, 'nrg': 520.49682, 'pro': 3.2318429999999996, 'sat': 5.439702059999999, 'sod': 690.5938199999998, 'sug': 41.46964859999999}, {'fat': 0.02, 'nrg': 8.0, 'pro': 0.22, 'sat': 0.008375, 'sod': 0.75, 'sug': 0.8475}, {'fat': 0.0, 'nrg': 10752.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2815.6800000000003}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 8.120000000000001, 'nrg': 696.0, 'pro': 27.84, 'sat': 3.7119999999999997, 'sod': 0.0, 'sug': 1.1600000000000001}, {'fat': 42.660000000000004, 'nrg': 1836.0, 'pro': 147.96, 'sat': 27.81, 'sod': 1926.0, 'sug': 228.42}, {'fat': 2313.92, 'nrg': 21056.0, 'pro': 29.12, 'sat': 361.76, 'sod': 19712.0, 'sug': 17.92}, {'fat': 38.88, 'nrg': 1764.0, 'pro': 145.98, 'sat': 24.174, 'sod': 8388.0, 'sug': 211.32}, {'fat': 0.0, 'nrg': 102.0, 'pro': 0.0, 'sat': 0.0, 'sod': 34.0, 'sug': 2.04}, {'fat': 0.046093749999999996, 'nrg': 4.21875, 'pro': 0.06640625, 'sat': 0.00765625, 'sod': 0.15625, 'sug': 0.48046875}, {'fat': 3136.0, 'nrg': 27776.0, 'pro': 0.0, 'sat': 450.46400000000006, 'sod': 0.0, 'sug': 0.0}]","['12', '2', '14', '14', '116', '18', '14', '18', '34', '1 1/4', '14']","['ounce', 'tablespoon', 'cup', 'teaspoon', 'teaspoon', 'cup', 'cup', 'cup', 'tablespoon', 'tablespoon', 'cup']","[340.19399999999996, 20.0, 2822.4000000000005, 83.99999999999999, 266.79999999999995, 4392.0, 3091.2000000000003, 4410.0, 506.6, 19.0625, 3136.0]",,64514.71557
Stir-Fried Asparagus,"['asparagus, raw', 'butter, without salt', 'oil, olive, salad or cooking', 'soup, chicken broth or bouillon, dry', 'lemon juice, raw', 'soy sauce made from soy (tamari)', 'spices, pepper, black', 'nuts, almonds']","['In a large skillet or wok, stir-fry asparagus in butter and oil for 2 minutes.', 'Stir in broth, lemon juice, soy sauce and pepper.', 'Cover and cook 2-3 minutes or until asparagus is tender.', 'Sprinkle with almonds.']","[{'fat': 0.8164655999999998, 'nrg': 136.0776, 'pro': 14.968536, 'sat': 0.2721552, 'sod': 13.607759999999999, 'sug': 12.791294399999996}, {'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 13.5, 'nrg': 119.0, 'pro': 0.0, 'sat': 1.864, 'sod': 0.0, 'sug': 0.0}, {'fat': 2.5200000000000005, 'nrg': 45.0, 'pro': 2.97, 'sat': 0.6210000000000001, 'sod': 4302.0, 'sug': 3.1499999999999995}, {'fat': 0.012291666666666666, 'nrg': 1.125, 'pro': 0.017708333333333333, 'sat': 0.0020416666666666665, 'sod': 0.041666666666666664, 'sug': 0.128125}, {'fat': 0.006666666666666666, 'nrg': 3.6666666666666665, 'pro': 0.6299999999999999, 'sat': 0.0006666666666666666, 'sod': 335.0, 'sug': 0.10333333333333333}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.44799999999999995, 'sod': 0.0, 'sug': 0.13999999999999999}, {'fat': 8.925, 'nrg': 103.5, 'pro': 3.78, 'sat': 0.679625, 'sod': 0.125, 'sug': 0.7775}]","['1 1/2', '2', '1', '3', '1', '1', '14', '2']","['pound', 'tablespoon', 'tablespoon', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'tablespoon']","[680.3879999999999, 28.4, 13.5, 18.0, 5.083333333333333, 6.0, 32.199999999999996, 17.875]",5.0,696.3692666666666
Easy Pie Crust!,"['wheat flour, white, all-purpose, unenriched', 'sugars, granulated', 'salt, table', 'butter, without salt', 'water, bottled, generic', 'wheat flour, white, all-purpose, unenriched']","['Blend together the flour, sugar and salt.', 'Cut in cold butter flavor Crisco with pastry cutter until the mixture is evenly crumbly, and the pieces are the size of small peas.', 'Add the cold water and mix with hands just until the dough holds together.', 'Do not knead!', 'Pie dough will be tough the more you work it.', 'Roll out on floured board or table.', 'This will give you enough dough for 2 pie crusts.']","[{'fat': 3.075, 'nrg': 1137.5, 'pro': 32.275, 'sat': 0.485, 'sod': 5.0, 'sug': 0.8500000000000001}, {'fat': 0.0, 'nrg': 16.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 4.19}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 184.32, 'nrg': 1632.0, 'pro': 1.92, 'sat': 114.704, 'sod': 32.0, 'sug': 0.16}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 96.0, 'sug': 0.0}, {'fat': 0.9225, 'nrg': 341.25, 'pro': 9.682500000000001, 'sat': 0.14550000000000002, 'sod': 1.5, 'sug': 0.255}]","['2 1/2', '1', '1', '1', '12', '1/4-1/2']","['cup', 'teaspoon', 'teaspoon', 'cup', 'cup', 'cup']","[312.5, 4.2, 6.0, 227.2, 2841.6000000000004, 93.75]",,3126.75
Frozen Yogurt with Almonds,"['yogurt, greek, plain, nonfat', 'nuts, almonds']","['Serve 3/4 cup frozen yogurt and top with 1 Tbsp.', 'nuts for each person.']","[{'fat': 2.8665000000000003, 'nrg': 433.65, 'pro': 74.89649999999999, 'sat': 0.85995, 'sod': 264.59999999999997, 'sug': 23.814000000000004}, {'fat': 17.85, 'nrg': 207.0, 'pro': 7.56, 'sat': 1.35925, 'sod': 0.25, 'sug': 1.555}]","['3', '1/4']","['cup', 'cup']","[735.0, 35.75]",,640.65
Chicken Thighs with Grape Jelly Sauce,"['grapes, red or green (european type, such as thompson seedless), raw', 'catsup', 'onions, raw', 'vinegar, distilled', 'mustard, prepared, yellow', 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw']","['Preheat oven to 350F.', 'In a small saucepan, stir together grape jelly, ketchup, onions, vinegar, and dry mustard.', 'Heat over medium-high heat until mixture comes to a boil and jelly is melted.', 'Remove from heat.', 'Arrange chicken pieces in a 13 x 9-inch baking dish.', 'Pour sauce evenly over chicken and turn pieces to coat both sides.', 'Bake uncovered for 1 hour, until chicken is very tender.', 'Makes 4-6 servings.']","[{'fat': 0.24, 'nrg': 104.0, 'pro': 1.09, 'sat': 0.082, 'sod': 3.0, 'sug': 23.37}, {'fat': 0.24, 'nrg': 204.0, 'pro': 2.16, 'sat': 0.024, 'sod': 1848.0, 'sug': 43.44}, {'fat': 0.08, 'nrg': 32.0, 'pro': 0.88, 'sat': 0.0335, 'sod': 3.0, 'sug': 3.39}, {'fat': 0.0, 'nrg': 6.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.02}, {'fat': 0.17, 'nrg': 3.0, 'pro': 0.18999999999999997, 'sat': 0.011, 'sod': 55.0, 'sug': 0.05}, {'fat': 35.6523312, 'nrg': 1632.9311999999998, 'pro': 306.1746, 'sat': 7.661168879999998, 'sod': 612.3492, 'sug': 0.0}]","['1', '3/4', '1/2', '2', '1', '3']","['cup', 'cup', 'cup', 'tablespoon', 'teaspoon', 'pound']","[151.0, 204.0, 80.0, 29.8, 5.0, 1360.7759999999998]",60.0,1981.9311999999998
Mud Bog,"['alcoholic beverage, beer, regular, all', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['Fill your frosty mug half full of your favorite bargain brand brew (we like Schlitz).', 'Top it off with chocolate milk.', 'Savor the creamy head and keep away from the kiddos!']","[{'fat': 0.0, 'nrg': 97.52228, 'pro': 1.0432616, 'sat': 0.0, 'sod': 9.07184, 'sug': 0.0}, {'fat': 2.1999212, 'nrg': 95.25431999999999, 'pro': 7.6430252, 'sat': 1.43561868, 'sod': 99.79024, 'sug': 11.793392}]","['8', '8']","['ounce', 'ounce']","[226.796, 226.796]",,192.77659999999997
Roasted Black Olives and Pearl Onions,"['olives, ripe, canned (small-extra large)', 'onions, raw', 'vinegar, red wine', 'orange juice, raw', 'oil, olive, salad or cooking', 'orange juice, raw']","['Preheat oven to 300.', 'Spread the olives on a large baking sheet and bake for 20 minutes, or until they have shriveled a bit and are slightly crunchy, but not crisped or burned.', ""Let them cool in the pan (they'll dry more and become a bit crunchier)."", ""Meanwhile, cut off the root end of each onion, but don't peel them."", 'In a small saucepan, heat 2 cups water and the vinegar to a boil and drop in all the onions, cook for 5 - 10 minutes, depending on their size, until they feel soft all the way through when you squeeze them, but not mushy.', 'Drain and let them cool.', 'Remove the skin (or pop the onion out of the skin by squeezing at the top).', 'If the onions are 3/4"" or more, slice them open and flake them apart, separating the layers; tiny onions can be left whole.', 'Toss the olives, onions, and orange zest in a bowl.', 'Dress with the oil and juice to taste.', 'Marinate briefly or overnight, refrigerated, if you want.', 'Serve at room temperature in a shallow bowl with a serving spoon.']","[{'fat': 48.4436256, 'nrg': 521.6307999999999, 'pro': 3.8101727999999997, 'sat': 6.4183268, 'sod': 3333.9012, 'sug': 0.0}, {'fat': 5.443103999999999, 'nrg': 2177.2416, 'pro': 59.874144, 'sat': 2.2861036799999996, 'sod': 217.72415999999998, 'sug': 230.78760959999997}, {'fat': 0.0, 'nrg': 576.0, 'pro': 1.92, 'sat': 0.0, 'sod': 192.0, 'sug': 0.0}, {'fat': 0.0625, 'nrg': 14.0, 'pro': 0.2175, 'sat': 0.0075, 'sod': 0.25, 'sug': 2.60375}, {'fat': 13.5, 'nrg': 119.0, 'pro': 0.0, 'sat': 1.864, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.03125, 'nrg': 7.0, 'pro': 0.10875, 'sat': 0.00375, 'sod': 0.125, 'sug': 1.301875}]","['1', '12', '12', '2', '1', '1']","['pound', 'pound', 'cup', 'tablespoon', 'tablespoon', 'tablespoon']","[453.592, 5443.103999999999, 2860.8, 31.0, 13.5, 15.5]",30.0,3414.8723999999997
Dirty Potatoes,"['potatoes, raw, skin', 'oil, olive, salad or cooking', 'olives, ripe, canned (small-extra large)']","['Preheat the oven to 400.', 'Spread the potatoes on a large rimmed baking sheet, drizzle with the oil, and toss to coat.', 'Bake for about 45 minutes, until crisp and tender.', 'Meanwhile, in a mini food processor, puree the olives.', 'Scrape the puree over the potatoes and toss well; transfer to a bowl and serve hot or at room temperature.']","[{'fat': 0.907184, 'nrg': 526.1667199999999, 'pro': 23.314628799999998, 'sat': 0.23586783999999997, 'sod': 90.7184, 'sug': 0.0}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 187.20000000000002, 'nrg': 2080.0, 'pro': 14.560000000000002, 'sat': 24.752, 'sod': 12896.0, 'sug': 0.0}]","['2', '2', '13']","['pound', 'tablespoon', 'cup']","[907.184, 27.0, 1747.2]",45.0,2844.16672
very easy and yummy smoothie,"['blueberries, raw', 'yogurt, greek, plain, nonfat', 'cream, fluid, heavy whipping', 'water, bottled, generic', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'sugars, granulated']","['add all ingredients to the Grindr .', 'then look on , mix until smooth and serve .']","[{'fat': 0.98, 'nrg': 168.0, 'pro': 2.2, 'sat': 0.082, 'sod': 2.0, 'sug': 29.48}, {'fat': 0.9555, 'nrg': 144.54999999999998, 'pro': 24.9655, 'sat': 0.28665, 'sod': 88.2, 'sug': 7.9380000000000015}, {'fat': 21.65, 'nrg': 204.0, 'pro': 1.705, 'sat': 13.819, 'sod': 16.0, 'sug': 1.75}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 7.33506701340268, 'sug': 0.0}, {'fat': 2.37, 'nrg': 102.0, 'pro': 8.22, 'sat': 1.545, 'sod': 107.0, 'sug': 12.69}, {'fat': 0.0, 'nrg': 144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 37.71}]","['2', '1', '1/2', '1', '1', '3']","['cup', 'cup', 'cup', 'cup', 'cup', 'tablespoon']","[296.0, 245.0, 60.0, 217.11798359671934, 244.0, 37.800000000000004]",,762.55
Quick mug brownie,"['wheat flour, white, all-purpose, unenriched', 'sugars, granulated', 'beverages, carbonated, cola, regular', 'oil, olive, salad or cooking', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['mix dry', 'add wet', 'cook for 1:15 or so']","[{'fat': 0.3075, 'nrg': 113.75, 'pro': 3.2275, 'sat': 0.0485, 'sod': 0.5, 'sug': 0.085}, {'fat': 0.0, 'nrg': 192.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 50.28000000000001}, {'fat': 0.08, 'nrg': 13.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.0, 'sug': 3.05}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.29625, 'nrg': 12.75, 'pro': 1.0275, 'sat': 0.193125, 'sod': 13.375, 'sug': 1.58625}]","['4', '4', '2', '2', '2']","['tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon']","[31.25, 50.400000000000006, 30.7, 27.0, 30.5]",,569.5
Cinnamon Spice Mix,"['spices, cinnamon, ground', 'spices, ginger, ground', 'spices, nutmeg, ground', 'spices, cloves, ground']","['Mix all together and store in a Ziploc bag.', 'Shake before using.', 'You can double or triple.', ""Add your own favorite spice, just remember, it's 1/2 tbsp (7 ml) or 1 tbsp (15 ml) when adding.""]","[{'fat': 0.36, 'nrg': 72.0, 'pro': 1.2000000000000002, 'sat': 0.108, 'sod': 0.0, 'sug': 0.72}, {'fat': 0.48000000000000004, 'nrg': 36.0, 'pro': 0.9600000000000001, 'sat': 0.28200000000000003, 'sod': 0.0, 'sug': 0.36}, {'fat': 2.4000000000000004, 'nrg': 36.0, 'pro': 0.39, 'sat': 1.7129999999999999, 'sod': 0.0, 'sug': 0.21000000000000002}, {'fat': 0.81, 'nrg': 18.0, 'pro': 0.39, 'sat': 0.24900000000000003, 'sod': 18.0, 'sug': 0.15000000000000002}]","['1/4', '1/8', '1', '1']","['cup', 'cup', 'tablespoon', 'tablespoon']","[31.200000000000003, 10.8, 6.6000000000000005, 6.300000000000001]",,162.0
Cream Cheese and Chipped Beef Dip,"['cheese, parmesan, hard', 'cheese, parmesan, hard', 'beef, grass-fed, ground, raw', 'sauce, worcestershire', 'spices, garlic powder']","['Mix all ingredients with mixer.', 'Chill and serve with crackers.']","[{'fat': 58.58140679999999, 'nrg': 889.04032, 'pro': 81.07956999999999, 'sat': 37.2172236, 'sod': 3120.71296, 'sug': 1.814368}, {'fat': 58.58140679999999, 'nrg': 889.04032, 'pro': 81.07956999999999, 'sat': 37.2172236, 'sod': 3120.71296, 'sug': 1.814368}, {'fat': 36.0889135, 'nrg': 561.3201, 'pro': 55.054729, 'sat': 15.12445825, 'sod': 192.77660000000003, 'sug': 0.0}, {'fat': 0.0, 'nrg': 13.0, 'pro': 0.0, 'sat': 0.0, 'sod': 167.0, 'sug': 1.71}, {'fat': 0.02, 'nrg': 10.0, 'pro': 0.51, 'sat': 0.008, 'sod': 2.0, 'sug': 0.08}]","['8', '8', '10', '1', '1']","['ounce', 'ounce', 'ounce', 'tablespoon', 'teaspoon']","[226.796, 226.796, 283.495, 17.0, 3.1]",,2362.40074
Pork & Pineapple Baked Medallions,"['shortening, vegetable, household, composite', 'pork, fresh, loin, tenderloin, separable lean only, raw', 'syrup, maple, canadian', 'sugars, brown', 'pineapple juice, canned or bottled, unsweetened, without added ascorbic acid']","['Preheat oven to 375 degrees F.', 'Add vegetable stock to a nonstick baking dish.', 'In a mixing bowl, add sliced baked pork medallions, maple syrup and brown sugar.', 'Stir gently to coat.', 'Add pineapples and juices.', 'Transfer into the baking dish, cover with aluminum foil and bake 30 minutes.', 'Remove foil an bake an additional 5 minutes.', 'Serve with baked sweet potatoes and side salad.', 'Enjoy!']","[{'fat': 204.8, 'nrg': 1808.0, 'pro': 0.0, 'sat': 51.152, 'sod': 16.0, 'sug': 0.0}, {'fat': 4.9214732, 'nrg': 247.20764, 'pro': 47.513762, 'sat': 1.5830360799999998, 'sod': 120.20188, 'sug': 0.0}, {'fat': 0.0, 'nrg': 17.857142857142858, 'pro': 0.0, 'sat': 0.0, 'sod': 0.5787037037037036, 'sug': 3.9632936507936503}, {'fat': 0.0, 'nrg': 33.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3.0, 'sug': 8.73}, {'fat': 0.3, 'nrg': 132.0, 'pro': 0.9, 'sat': 0.02, 'sod': 5.0, 'sug': 24.95}]","['1', '8', '1', '1', '1']","['cup', 'ounce', 'teaspoon', 'tablespoon', 'cup']","[204.8, 226.796, 6.613756613756614, 9.0, 250.0]",35.0,2238.0647828571427
Homemade Christmas Plum Jam,"['plums, raw', 'sugars, granulated', 'spices, cinnamon, ground', 'spices, cloves, ground']","['Wash the plums thoroughly.', 'Break them in halves and remove stone.', 'Put them in a pot and add sugar, cinnamon and cloves.', 'Stir well and let it stay 5-6 hours.', 'After that, put them onto strong fire and boil 4-6 minutes stirring well all the time to prevent burning.', 'In the meantime, put glass jars into an oven and heat them to 100C.', 'When cooking is done put the jam into glass jars and close.', 'Leave at least 1 cm space between cover and jam.', 'Keep it in dark and cool place up to 8 months.']","[{'fat': 2.8000000000000003, 'nrg': 460.0, 'pro': 6.999999999999999, 'sat': 0.17, 'sod': 0.0, 'sug': 99.2}, {'fat': 0.0, 'nrg': 2709.0, 'pro': 0.0, 'sat': 0.0, 'sod': 7.0, 'sug': 698.6}, {'fat': 0.029999999999999995, 'nrg': 6.0, 'pro': 0.1, 'sat': 0.009, 'sod': 0.0, 'sug': 0.05999999999999999}, {'fat': 3.24, 'nrg': 72.0, 'pro': 1.56, 'sat': 0.9960000000000001, 'sod': 72.0, 'sug': 0.6000000000000001}]","['1000', '700', '1', '12']","['g', 'g', 'teaspoon', 'teaspoon']","[1000.0, 700.0, 2.6, 25.200000000000003]",366.0,3247.0
Honey-Balsamic Vinaigrette,"['vinegar, balsamic', 'honey', 'oil, olive, salad or cooking', 'soy sauce made from soy (tamari)']","['Whisk together the vinegar, honey, olive oil, and soy sauce until the honey has dissolved, and the dressing is smooth.']","[{'fat': 0.0, 'nrg': 112.0, 'pro': 0.64, 'sat': 0.0, 'sod': 32.0, 'sug': 19.12}, {'fat': 0.0, 'nrg': 257.75, 'pro': 0.255, 'sat': 0.0, 'sod': 3.5, 'sug': 69.5975}, {'fat': 54.0, 'nrg': 476.0, 'pro': 0.0, 'sat': 7.456, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.006666666666666666, 'nrg': 3.6666666666666665, 'pro': 0.6299999999999999, 'sat': 0.0006666666666666666, 'sod': 335.0, 'sug': 0.10333333333333333}]","['1/2', '1/4', '1/4', '1']","['cup', 'cup', 'cup', 'teaspoon']","[128.0, 84.75, 54.0, 6.0]",,849.4166666666666
