Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
Epcot's Canada Maple Walnut Fudge,"['syrup, maple, canadian', 'cream, fluid, heavy whipping', 'nuts, walnuts, english', 'butter, without salt', 'salt, table']","['Generously butter an 8-inch square baking dish.', 'Put maple syrup and cream in saucepan and bring to a boil over medium heat.', 'Insert a candy thermometer and continue to boil, without stirring, until the temperature reaches 238 degrees F, or the soft-ball stage.', '(This takes between 30-45 minutes.', ').', 'Remove the pan from the heat and add butter, without stirring.', 'When the fudge has cooled to 110 degrees F, add the walnuts and beat vigorously with a wooden spoon until the mixture begins to lose its gloss and hold its shape.', 'Turn the fudge into the prepared pan and allow it to cool for several hours.', 'When the surface is firm to the touch, cut the fudge into 16 squares.']","[{'fat': 0.0, 'nrg': 2571.4285714285716, 'pro': 0.0, 'sat': 0.0, 'sod': 83.33333333333333, 'sug': 570.7142857142857}, {'fat': 43.3, 'nrg': 408.0, 'pro': 3.41, 'sat': 27.638, 'sod': 32.0, 'sug': 3.5}, {'fat': 2594.2, 'nrg': 26010.0, 'pro': 605.88, 'sat': 243.678, 'sod': 68.0, 'sug': 103.69999999999999}, {'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 145.08, 'sug': 0.0}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'orange'}","{'energy': 574.76935722676, 'fat': 52.381544083955234, 'protein': 12.000617380491642, 'salt': 0.016361644322294068, 'saturates': 5.624045341832165, 'sugars': 13.347382363417784}","['3', '1', '34', '2', '1']","['cup', 'cup', 'cup', 'tablespoon', 'pinch']","[952.3809523809524, 120.0, 3978.0, 28.4, 0.37439999999999996]"
Miso-Peanut Butter Caramel Scones,"['oats', 'wheat flour, white, all-purpose, unenriched', 'sugars, brown', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate', 'butter, without salt', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'sugars, granulated', 'water, bottled, generic', 'peanut butter, smooth style, without salt', 'miso', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['Preheat the oven to 425 degrees F.', 'For the scones: Combine the oats, flour, sugar, and baking powder in a medium bowl.', 'Add the butter, breaking it up with your fingers until it is in pea-sized pieces.', 'Add the milk and mix just until combined.', 'Place the dough in the refrigerator while the caramel cooks.', 'For the caramel: Add the sugar and water to a small saucepan.', 'Cook until the sugar begins to bubble and cook down.', 'Add the peanut butter and miso.', 'If the sugar hardens into chunks, dont worry.', 'Add the milk to the mixture regardless and cook until the mixture is the consistency of caramel, about 3 minutes or so.', 'Place in the freezer to cool for a few minutes.', 'Remove the dough from the fridge and cut into 4 pieces.', 'Roll each piece out into a 1/4-inch thick circle and place a quarter of the caramel on one half of the circle.', 'Fold the other half of the circle over and seal the edges with your fingers, loosely.', 'Place the scones on a cookie sheet covered with parchment paper and bake for about 12 minutes, or until the scones are golden.', 'Enjoy!']","[{'fat': 10.76, 'nrg': 607.0, 'pro': 26.35, 'sat': 1.899, 'sod': 3.0, 'sug': 0.0}, {'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 0.0, 'nrg': 44.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4.0, 'sug': 11.64}, {'fat': 0.0, 'nrg': 1.0, 'pro': 0.0, 'sat': 0.0, 'sod': 244.0, 'sug': 0.0}, {'fat': 46.08, 'nrg': 408.0, 'pro': 0.48, 'sat': 28.676, 'sod': 8.0, 'sug': 0.04}, {'fat': 1.185, 'nrg': 51.0, 'pro': 4.11, 'sat': 0.7725, 'sod': 53.5, 'sug': 6.345}, {'fat': 0.0, 'nrg': 192.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 50.28000000000001}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.5, 'sug': 0.0}, {'fat': 8.22, 'nrg': 95.5, 'pro': 3.555, 'sat': 1.652, 'sod': 2.5, 'sug': 1.68}, {'fat': 0.16999999999999998, 'nrg': 5.666666666666666, 'pro': 0.36166666666666664, 'sat': 0.028999999999999998, 'sod': 105.66666666666666, 'sug': 0.175}, {'fat': 0.5925, 'nrg': 25.5, 'pro': 2.055, 'sat': 0.38625, 'sod': 26.75, 'sug': 3.1725}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'red', 'sugars': 'orange'}","{'energy': 304.4040055992248, 'fat': 11.021454721653926, 'protein': 8.047001184451384, 'salt': 0.1816719608054269, 'saturates': 5.428354150963713, 'sugars': 11.899294713039735}","['1', '1', '4', '1/2', '4', '1/2', '1/4', '1', '1', '1/2', '1/4']","['cup', 'cup', 'teaspoon', 'teaspoon', 'tablespoon', 'cup', 'cup', 'tablespoon', 'tablespoon', 'teaspoon', 'cup']","[156.0, 125.0, 12.0, 2.3, 56.8, 122.0, 50.400000000000006, 14.8, 16.0, 2.833333333333333, 61.0]"
"Fat Free, Low Cal Biscuits!","['wheat flour, white, all-purpose, unenriched', 'salad dressing, mayonnaise, regular', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'water, bottled, generic']","['Cut mayonnaise into flour until consistency is crumb-like.', 'Add in milk and water, stirring until dough is formed.', 'Drop or mold biscuits onto greased pan, and bake at 400 for 12 minutes.']","[{'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 30.990000000000002, 'nrg': 282.0, 'pro': 0.39, 'sat': 4.845, 'sod': 264.0, 'sug': 0.24}, {'fat': 0.88875, 'nrg': 38.25, 'pro': 3.0825000000000005, 'sat': 0.579375, 'sod': 40.125, 'sug': 4.75875}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.0, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 269.6521739130435, 'fat': 11.51608695652174, 'protein': 5.6982608695652175, 'salt': 0.2670652173913044, 'saturates': 1.9542173913043477, 'sugars': 1.8569565217391306}","['1', '3', '6', '2']","['cup', 'tablespoon', 'tablespoon', 'tablespoon']","[125.0, 41.400000000000006, 91.5, 29.6]"
Honey Florentines,"['butter, without salt', 'sugars, brown', 'honey', 'wheat flour, white, all-purpose, unenriched', 'salt, table']","['Preheat oven to 375F.', 'Melt butter, brown sugar, and honey in a small saucepan over medium-low heat.', 'Transfer to a bowl.', 'Whisk in flour and salt until smooth.', 'Working quickly, drop 1/2 teaspoons of batter onto large baking sheets lined with parchment paper, spacing at least 3 inches apart.', 'Bake cookies until they spread and turn golden brown, about 6 minutes.', 'Let cool on sheets on wire racks.', 'Carefully remove cookies from sheets with your fingers.', 'Cookies can be stored between layers of parchment in airtight containers at room temperature up to 2 days.']","[{'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 0.0, 'nrg': 66.0, 'pro': 0.0, 'sat': 0.0, 'sod': 6.0, 'sug': 17.46}, {'fat': 0.0, 'nrg': 96.65625, 'pro': 0.095625, 'sat': 0.0, 'sod': 1.3125, 'sug': 26.0990625}, {'fat': 0.15375, 'nrg': 56.875, 'pro': 1.61375, 'sat': 0.02425, 'sod': 0.25, 'sug': 0.0425}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 145.08, 'sug': 0.0}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'red', 'sugars': 'red'}","{'energy': 449.70092051817437, 'fat': 24.62687399163204, 'protein': 2.0698253834519087, 'salt': 0.4158032992976795, 'saturates': 15.249682392296082, 'sugars': 46.31690533034121}","['2', '2', '1 1/2', '2', '1']","['tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'pinch']","[28.4, 18.0, 31.78125, 15.625, 0.37439999999999996]"
Yogurt Dip,"['yogurt, greek, plain, nonfat', 'dill weed, fresh', 'oil, olive, salad or cooking', 'salt, table']","['Mix all ingredients together.', 'Chill and serve with corn fritters.']","[{'fat': 0.6401850000000001, 'nrg': 96.8485, 'pro': 16.726885, 'sat': 0.19205550000000002, 'sod': 59.094, 'sug': 5.318460000000001}, {'fat': 0.0125, 'nrg': 0.5, 'pro': 0.03875, 'sat': 0.000625, 'sod': 0.625, 'sug': 0.0}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 171.74239805390178, 'fat': 14.161800140836053, 'protein': 8.586203188016132, 'salt': 1.5648409192753345, 'saturates': 2.0079024390243903, 'sugars': 2.7237487996927214}","['.67', '2', '2', '1/2']","['cup', 'tablespoon', 'tablespoon', 'teaspoon']","[164.15, 1.1125, 27.0, 3.0]"
High Protein Pina Colada Shake,"['cheese, cottage, creamed, large or small curd', 'water, bottled, generic', 'yogurt, greek, plain, nonfat', 'pineapple, raw, all varieties', 'beverages, protein powder whey based', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)', 'sweetener, syrup, agave', 'seeds, flaxseed']","['Add all the ingredients into a blender and blend on high speed until completely smooth.', 'If the pineapple isnt frozen i advise adding ice cubes instead of the 1/2 cup of water!', 'as my first attempt was quite warm and a struggle to drink!', 'Enjoy!']","[{'fat': 108.35999999999999, 'nrg': 2472.0, 'pro': 280.20000000000005, 'sat': 43.296, 'sod': 9168.0, 'sug': 67.32000000000001}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 96.0, 'sug': 0.0}, {'fat': 11.466000000000001, 'nrg': 1734.6, 'pro': 299.58599999999996, 'sat': 3.4398, 'sod': 1058.3999999999999, 'sug': 95.25600000000001}, {'fat': 0.2, 'nrg': 82.0, 'pro': 0.89, 'sat': 0.015, 'sod': 2.0, 'sug': 16.25}, {'fat': 0.312, 'nrg': 70.4, 'pro': 15.626, 'sat': 0.1562, 'sod': 31.200000000000003, 'sug': 0.0}, {'fat': 0.12288000000000002, 'nrg': 1.0848000000000002, 'pro': 0.0, 'sat': 0.11218560000000001, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.09, 'nrg': 63.0, 'pro': 0.030000000000000002, 'sat': 0.0, 'sod': 0.0, 'sug': 14.070000000000002}, {'fat': 2.893333333333333, 'nrg': 36.666666666666664, 'pro': 1.2533333333333332, 'sat': 0.2513333333333333, 'sod': 2.0, 'sug': 0.10666666666666666}]","{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 52.37960774322801, 'fat': 1.4498474905831873, 'protein': 7.018616527638375, 'salt': 0.30412402418399626, 'saturates': 0.5551904087151895, 'sugars': 2.2668088230829193}","['12', '12', '12', '1', '20', '3', '1', '2']","['cup', 'cup', 'cup', 'cup', 'g', 'drop', 'tablespoon', 'teaspoon']","[2520.0, 2841.6000000000004, 2940.0, 165.0, 20.0, 0.12288000000000002, 20.700000000000003, 6.866666666666667]"
Marathon Mud Pie,"['oats', 'yogurt, greek, plain, nonfat', 'milk, buttermilk, fluid, cultured, lowfat', 'bananas, raw', 'peanut butter, smooth style, without salt', 'chocolate, dark, 70-85% cacao solids', 'seeds, chia seeds, dried', 'salt, table']","['In a small bowl, mix together all ingredients and put in the fridge for at least an hour or overnight.', ""That's it!"", 'TO MAKE A PARFAIT: After pudding is set, spoon 1/3 of it into a fancy dish and top with a dollop of greek yogurt and 3 banana slices.', 'Repeat 2 more times and drizzle a little peanut butter on top.']","[{'fat': 139.88, 'nrg': 7891.0, 'pro': 342.55, 'sat': 24.687, 'sod': 39.0, 'sug': 0.0}, {'fat': 12.4215, 'nrg': 1879.1499999999999, 'pro': 324.5515, 'sat': 3.7264500000000003, 'sod': 1146.6, 'sug': 103.19400000000002}, {'fat': 30.240000000000002, 'nrg': 1372.0, 'pro': 113.53999999999999, 'sat': 18.802, 'sod': 6524.0, 'sug': 164.36}, {'fat': 10.36, 'nrg': 2800.0, 'pro': 34.300000000000004, 'sat': 3.528, 'sod': 28.0, 'sug': 385.28}, {'fat': 8.22, 'nrg': 95.5, 'pro': 3.555, 'sat': 1.652, 'sod': 2.5, 'sug': 1.68}, {'fat': 7.03395, 'nrg': 98.67, 'pro': 1.28535, 'sat': 4.040685, 'sod': 3.3000000000000003, 'sug': 3.9583499999999994}, {'fat': 3.074, 'nrg': 48.6, 'pro': 1.654, 'sat': 0.333, 'sod': 1.6, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 290.625, 'sug': 0.0}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 119.84302460661105, 'fat': 1.7845977399936634, 'protein': 6.9400008448621815, 'salt': 0.16972489175203295, 'saturates': 0.47962095258211, 'sugars': 5.563183863132327}","['13', '13', '14', '14', '1', '2', '1', '1']","['cup', 'cup', 'cup', 'cup', 'tablespoon', 'tablespoon', 'tablespoon', 'dash']","[2028.0, 3185.0, 3430.0, 3150.0, 16.0, 16.5, 10.0, 0.75]"
Mini Berry Pies,"['wheat flour, white, all-purpose, unenriched', 'salt, table', 'butter, without salt', 'water, bottled, generic', 'goji berries, dried', 'sugars, granulated', 'cornstarch', 'salt, table', 'wheat flour, white, all-purpose, unenriched']","['Crust:.', 'In a food processor (or by hand) mix salt and flour.', 'Cut butter into about 1/2 tbs chunks and pulse until the mixture is crumbly and butter is well distributed.', 'Add water and pulse until the dough starts to look like dough.', 'On your cutting board, lay out one large piece of saran wrap.', 'Place dough in center.', 'Put another large piece of saran over the dough, flatten slightly, then roll dough out until thin and even.', 'Peel back top of saran.', 'Using a 4 inch diameter or so cup, cut circles of dough.', 'In a non-stick or prepared muffin tin, lay the dough into the cup and let it gently fall inches Press gently until dough fills tin.', 'Leave some over the lip so you can crimp it to the top.', 'Complete with all of the rest of the tins.', 'Cover remaining dough and set aside.', 'Put tins into fridge.', 'Filling:.', 'Combine sugar, flour, cornstarch, and salt.', ""If you're doing two different types of pie (or more), split dry mixture in half."", 'With half berries, toss half the dry and then spoon into muffin tins (that you took out of the fridge).', 'With other half of berries, do the same and spoon into other muffin tins.', 'Get rest of dough and roll out.', 'Cut into strips if you want to be fancy and do lattice tops, or just do circles, or cut circles and then get ultra fancy and cut hearts or stars into the center.', 'Place over the top of the filling and crimp to the pie.', 'Bake in 400 degree oven for 30-35 minutes.']","[{'fat': 2.46, 'nrg': 910.0, 'pro': 25.82, 'sat': 0.388, 'sod': 4.0, 'sug': 0.68}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 115.19999999999999, 'nrg': 1020.0, 'pro': 1.2, 'sat': 71.69, 'sod': 20.0, 'sug': 0.1}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3.5, 'sug': 0.0}, {'fat': 2.816, 'nrg': 2508.8, 'pro': 102.144, 'sat': 0.0, 'sod': 2124.8, 'sug': 326.912}, {'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 0.013125, 'nrg': 106.75, 'pro': 0.0721875, 'sat': 0.002625, 'sod': 2.625, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 14.76, 'nrg': 5460.0, 'pro': 154.92000000000002, 'sat': 2.3280000000000003, 'sod': 24.0, 'sug': 4.08}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 364.7105619498984, 'fat': 4.578507955314827, 'protein': 9.619369922139471, 'salt': 0.5779388117806364, 'saturates': 2.518910798916723, 'sugars': 18.039675016926203}","['2', '1', '10', '7', '8', '1', '3 1/2', '1', '12']","['cup', 'teaspoon', 'tablespoon', 'tablespoon', 'cup', 'cup', 'tablespoon', 'teaspoon', 'cup']","[250.0, 6.0, 142.0, 103.60000000000001, 716.8, 201.60000000000002, 28.0, 6.0, 1500.0]"
Chocolate-Raspberry Triangles,"['wheat flour, white, all-purpose, unenriched', 'sugars, granulated', 'butter, without salt', 'syrup, maple, canadian', 'orange juice, raw', 'cornstarch', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966']","['Heat oven to 350F In medium bowl, mix flour, sugar and butter with spoon.', 'In bottom of ungreased 13/9-inch pan, press dough evenly.', 'Bake 15 minutes.', 'In 1-quart saucepan, mix raspberries, orange juice and cornstarch.', 'heat to boiling, stirring constantly.', 'Boil and stir 1 minute.', 'Cool 10 minutes, Sprinkle chocolate chips over crust.', 'Carefully spread reapberry mixture over chocolate chips.', 'Bake about 20 minutes or until respberry mixture is set.', 'Refrigerate about 1 hour or until lchocolate is firm.', 'For triangles, cut into 4 rows by 3 rows, then cut each square into 4 triangles.', 'High altitude (3500 to 6500 feet): In step 2, boil and stir about 3 minutes.', 'In step 3, bake about 25 minutes.']","[{'fat': 1.845, 'nrg': 682.5, 'pro': 19.365000000000002, 'sat': 0.29100000000000004, 'sod': 3.0, 'sug': 0.51}, {'fat': 0.0, 'nrg': 26112.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 6838.080000000001}, {'fat': 6266.88, 'nrg': 55488.0, 'pro': 65.28, 'sat': 3899.9359999999997, 'sod': 1088.0, 'sug': 5.44}, {'fat': 0.0, 'nrg': 765.4365, 'pro': 0.0, 'sat': 0.0, 'sod': 25.51455, 'sug': 169.87020400000003}, {'fat': 7.0, 'nrg': 1568.0, 'pro': 24.36, 'sat': 0.84, 'sod': 28.0, 'sug': 291.62}, {'fat': 0.00375, 'nrg': 30.5, 'pro': 0.020625, 'sat': 0.00075, 'sod': 0.75, 'sug': 0.0}, {'fat': 1586.865, 'nrg': 27786.5, 'pro': 396.86499999999995, 'sat': 991.8650000000001, 'sod': 0.0, 'sug': 3173.1349999999998}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 459.28121283347616, 'fat': 32.11818267787491, 'protein': 2.066530209420309, 'salt': 0.011695827484217346, 'saturates': 19.987311171336668, 'sugars': 42.804623100428735}","['1 1/2', '34', '34', '10', '14', '1', '34']","['cup', 'cup', 'cup', 'ounce', 'cup', 'tablespoon', 'cup']","[187.5, 6854.400000000001, 7724.799999999999, 283.495, 3472.0, 8.0, 5950.0]"
Easy Meat Balls Recipe,"['beef, grass-fed, ground, raw', 'pork, fresh, loin, tenderloin, separable lean only, raw', 'salt, table', 'spices, pepper, black', 'oats', 'onions, raw', 'milk, buttermilk, fluid, cultured, lowfat']","['Mix all the above together and make small balls and put in large roaster.', 'Make a sauce of 1/2 c. catsup, 1 Tbsp.', 'vinegar, 1 Tbsp.', 'sugar and 1/2 c. water.', 'Pour over raw meatballs and bake, covered 1 hour at 350 degrees and do not peek.', 'If desired more sauce, double recipe for sauce.']","[{'fat': 86.61339239999998, 'nrg': 1347.1682399999997, 'pro': 132.1313496, 'sat': 36.298699799999994, 'sod': 462.66384, 'sug': 0.0}, {'fat': 4.9214732, 'nrg': 247.20764, 'pro': 47.513762, 'sat': 1.5830360799999998, 'sod': 120.20188, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1743.75, 'sug': 0.0}, {'fat': 0.035, 'nrg': 3.0, 'pro': 0.11999999999999998, 'sat': 0.016, 'sod': 0.0, 'sug': 0.005}, {'fat': 8.07, 'nrg': 455.25, 'pro': 19.762500000000003, 'sat': 1.42425, 'sod': 2.25, 'sug': 0.0}, {'fat': 0.03, 'nrg': 12.0, 'pro': 0.33, 'sat': 0.0125625, 'sod': 1.125, 'sug': 1.27125}, {'fat': 2.16, 'nrg': 98.0, 'pro': 8.11, 'sat': 1.343, 'sod': 466.0, 'sug': 11.74}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 165.7395408151535, 'fat': 7.804047534015821, 'protein': 15.93824284161817, 'salt': 0.5356985486276415, 'saturates': 3.1174500649124712, 'sugars': 0.9975406833359646}","['1 1/2', '1/2', '3/4', '1/2', '3/4', '3', '1']","['pound', 'pound', 'teaspoon', 'teaspoon', 'cup', 'tablespoon', 'cup']","[680.3879999999999, 226.796, 4.5, 1.15, 117.0, 30.0, 245.0]"
Ranch Mashed Potatoes,"['potatoes, raw, skin', 'cauliflower, raw', 'salad dressing, ranch dressing, regular']","['Cook vegetables in boiling water in large saucepan 20 min.', 'or until tender; drain.', 'Add dressing; mash until vegetable mixture is light and fluffy.']","[{'fat': 0.453592, 'nrg': 263.08335999999997, 'pro': 11.657314399999999, 'sat': 0.11793391999999998, 'sod': 45.3592, 'sug': 0.0}, {'fat': 0.3, 'nrg': 27.0, 'pro': 2.05, 'sat': 0.139, 'sod': 32.0, 'sug': 2.04}, {'fat': 26.72, 'nrg': 256.0, 'pro': 0.8, 'sat': 4.18, 'sod': 540.0, 'sug': 2.8}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 87.99394126898187, 'fat': 4.426997447598422, 'protein': 2.3376573336427153, 'salt': 0.2486976951040297, 'saturates': 0.7149518395338643, 'sugars': 0.779900482120298}","['1', '1', '1/4']","['pound', 'cup', 'cup']","[453.592, 107.0, 60.0]"
Roti (Nepali Non-Leavened Whole Wheat Flat Bread),"['wheat flour, white, all-purpose, unenriched', 'butter, without salt', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'water, bottled, generic', 'sugars, granulated', 'salt, table']","['In a large bowl, combine the flour, melted butter, salt and sugar.', 'Make a well in the center and add warm water and milk, mixing it with the flour until a soft dough is formed.', 'Dust kneading board with flour; place the dough on the board and knead for ten minutes or so.', 'Cover with plastic wrap and let rest for an hour or so.', 'Divide the dough into three-inch balls.', 'Flatten the dough balls into 6-7 inch circles.', 'Cover with plastic wrap.', 'Heat a cast-iron skillet on medium-high heat.', 'Place one roti on the skillet, top-side down and cook for 30 seconds or so.', 'Turn over and cook for another minute until small air pockets emerge.', 'Turn it over once more and cook for another minute.', 'With a lightly-wet towel, press on the roti, forcing it to develop more air pockets.', 'Keep the finished rotis warm in a towel as you continue to prepare other rotis.', 'Serve hot with vegetable or meat preparations.']","[{'fat': 4.92, 'nrg': 1820.0, 'pro': 51.64, 'sat': 0.776, 'sod': 8.0, 'sug': 1.36}, {'fat': 11.52, 'nrg': 102.0, 'pro': 0.12, 'sat': 7.169, 'sod': 2.0, 'sug': 0.01}, {'fat': 28.44, 'nrg': 1224.0, 'pro': 98.64000000000001, 'sat': 18.54, 'sod': 1284.0, 'sug': 152.28}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 96.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 48.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 12.570000000000002}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 50.679106372175674, 'fat': 0.712109672505712, 'protein': 2.3863924854023866, 'salt': 0.1473644960649911, 'saturates': 0.4202367352119827, 'sugars': 2.637407971566387}","['4', '1', '12', '12', '1', '1']","['cup', 'tablespoon', 'cup', 'cup', 'tablespoon', 'teaspoon']","[500.0, 14.2, 2928.0, 2841.6000000000004, 12.600000000000001, 6.0]"
Grilled Reuben Burger,"['onions, raw', 'water, bottled, generic', 'beef, grass-fed, ground, raw', 'cheese, parmesan, hard', 'bacon, meatless', 'spices, caraway seed']","['In a large bowl, combine all ingredients; shape into 6 patties.', 'Grill or broil until done.', 'Top, if desired, with heated sauerkraut and additional bacon.']","[{'fat': 0.0283495, 'nrg': 11.3398, 'pro': 0.3118445, 'sat': 0.01190679, 'sod': 1.13398, 'sug': 1.2020188}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 96.0, 'sug': 0.0}, {'fat': 86.61339239999998, 'nrg': 1347.1682399999997, 'pro': 132.1313496, 'sat': 36.298699799999994, 'sod': 462.66384, 'sug': 0.0}, {'fat': 460.8447955001221, 'nrg': 6929.996924813865, 'pro': 637.5597170828756, 'sat': 292.7923700733858, 'sod': 24601.489083089222, 'sug': 13.85999384962773}, {'fat': 2.656875, 'nrg': 27.8125, 'pro': 1.051875, 'sat': 0.416, 'sod': 131.875, 'sug': 0.0}, {'fat': 3.72, 'nrg': 84.0, 'pro': 5.04, 'sat': 0.156, 'sod': 0.0, 'sug': 0.12000000000000001}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'red', 'sugars': 'green'}","{'energy': 156.45928750870019, 'fat': 10.31592856391894, 'protein': 14.455077179405187, 'salt': 1.17773825417181, 'saturates': 6.140328883313654, 'sugars': 0.2827710847903605}","['1', '12', '1 1/2', '12', '1', '12']","['ounce', 'cup', 'pound', 'cup', 'tablespoon', 'teaspoon']","[28.3495, 2841.6000000000004, 680.3879999999999, 1784.4742081395702, 9.0, 25.200000000000003]"
Easy Taco Sauce Recipe,"['catsup', 'onions, raw', 'lemon juice, raw', 'sugars, brown', 'sauce, worcestershire', 'spices, garlic powder', 'spices, pepper, black']",['Combine all and simmer 10 min.'],"[{'fat': 0.32, 'nrg': 272.0, 'pro': 2.88, 'sat': 0.032, 'sod': 2464.0, 'sug': 57.92}, {'fat': 0.04, 'nrg': 16.0, 'pro': 0.44, 'sat': 0.01675, 'sod': 1.5, 'sug': 1.695}, {'fat': 0.110625, 'nrg': 10.125, 'pro': 0.159375, 'sat': 0.018375000000000002, 'sod': 0.375, 'sug': 1.1531250000000002}, {'fat': 0.0, 'nrg': 33.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3.0, 'sug': 8.73}, {'fat': 0.0, 'nrg': 8.666666666666666, 'pro': 0.0, 'sat': 0.0, 'sod': 111.33333333333333, 'sug': 1.14}, {'fat': 0.01, 'nrg': 5.0, 'pro': 0.255, 'sat': 0.004, 'sod': 1.0, 'sug': 0.04}, {'fat': 0.035, 'nrg': 3.0, 'pro': 0.11999999999999998, 'sat': 0.016, 'sod': 0.0, 'sug': 0.005}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'red'}","{'energy': 91.33584278023375, 'fat': 0.13541165142031777, 'protein': 1.0122226112837573, 'salt': 1.694669978552983, 'saturates': 0.022880465706657332, 'sugars': 18.562557447367272}","['1', '1/4', '3', '1', '2', '1/2', '1/2']","['cup', 'cup', 'tablespoon', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon']","[272.0, 40.0, 45.75, 9.0, 11.333333333333332, 1.55, 1.15]"
