Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
Sour Cream Baked Chicken,"['cream, sour, cultured', 'cheese, parmesan, hard', 'parsley, fresh', 'spices, pepper, red or cayenne', 'salt, table', 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw']","['Preheat oven to 350F.', 'Mix sour cream, parsley, red pepper flakes, parm cheese.', 'Spread sour cream mixture over top of the chicken.', 'Pop in the oven for 20 minutes.', 'Serve with your fave sides!']","[{'fat': 18.56, 'nrg': 192.0, 'pro': 2.32, 'sat': 9.736, 'sod': 32.0, 'sug': 3.28}, {'fat': 9.600933239585876, 'nrg': 144.3749359336222, 'pro': 13.282494105893242, 'sat': 6.099841043195537, 'sod': 512.5310225643588, 'sug': 0.2887498718672444}, {'fat': 0.009791666666666666, 'nrg': 0.4583333333333333, 'pro': 0.03708333333333333, 'sat': 0.0016458333333333333, 'sod': 0.7083333333333333, 'sug': 0.010624999999999999}, {'fat': 0.0775, 'nrg': 1.5, 'pro': 0.055, 'sat': 0.01475, 'sod': 0.25, 'sug': 0.047499999999999994}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 145.08, 'sug': 0.0}, {'fat': 11.8841104, 'nrg': 544.3104, 'pro': 102.0582, 'sat': 2.5537229599999995, 'sod': 204.1164, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 149.89458144287545, 'fat': 6.815456579495881, 'protein': 19.997314774429707, 'salt': 0.37984905906186833, 'saturates': 3.125784211472575, 'sugars': 0.6159324649274707}","['1/2', '1/4', '1', '1/4', '1', '1']","['cup', 'cup', 'teaspoon', 'teaspoon', 'pinch', 'pound']","[96.0, 37.17654600290771, 1.25, 0.45, 0.37439999999999996, 453.592]"
Creamy Cheesy Polenta,"['soup, chicken broth or bouillon, dry', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'cornmeal, degermed, unenriched, yellow', 'cheese, mozzarella, low sodium', 'spices, garlic powder']","['Bring combined broth and milk to boil in medium saucepan on medium-high heat.', 'Gradually add cornmeal, stirring constantly until blended.', 'Return to boil.', 'Simmer on medium-low heat 10 to 12 min.', 'or until cornmeal mixture pulls away from side of pan, stirring constantly.', 'Remove from heat.', 'Add cheese and garlic powder; stir until cheese is melted.']","[{'fat': 26.880000000000003, 'nrg': 480.0, 'pro': 31.680000000000003, 'sat': 6.6240000000000006, 'sod': 45888.0, 'sug': 33.6}, {'fat': 2.37, 'nrg': 102.0, 'pro': 8.22, 'sat': 1.545, 'sod': 107.0, 'sug': 12.69}, {'fat': 2.0625, 'nrg': 435.75, 'pro': 8.370000000000001, 'sat': 0.25875, 'sod': 8.25, 'sug': 1.8975}, {'fat': 15.046666666666667, 'nrg': 246.66666666666666, 'pro': 24.199999999999996, 'sat': 9.562666666666665, 'sod': 14.0, 'sug': 1.08}, {'fat': 0.005, 'nrg': 2.5, 'pro': 0.1275, 'sat': 0.002, 'sod': 0.5, 'sug': 0.02}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'orange', 'sugars': 'orange'}","{'energy': 197.1778011231729, 'fat': 7.215931935203559, 'protein': 11.298782148554531, 'salt': 17.905042605346097, 'saturates': 2.8002671750774937, 'sugars': 7.670907746780281}","['2', '1', '3/4', '2/3', '1/4']","['cup', 'cup', 'cup', 'cup', 'teaspoon']","[192.0, 244.0, 117.75, 88.0, 0.775]"
Herbed Chicken Breast Paprika,"['soup, chicken broth or bouillon, dry', 'dill weed, fresh', 'spices, onion powder', 'spices, garlic powder', 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw', 'tomato sauce, canned, no salt added', 'spices, paprika', 'yogurt, greek, plain, nonfat']","['In a large skillet, combine broth, dill, onion and garlic powders.', 'Add chicken.', 'Bring to a boil.', 'Cover, reduce heat and simmer until chicken is cooked through, about 10 minutes.', 'With slotted spoon, remove chicken to serving platter and keep warm.', 'Continue cooking remaining liquid in skillet until reduced to about 1/2 cup.', 'Stir in tomato sauce and paprika.', 'Heat until hot.', 'Stir in yogurt.', 'Spoon sauce over chicken.']","[{'fat': 13.440000000000001, 'nrg': 240.0, 'pro': 15.840000000000002, 'sat': 3.3120000000000003, 'sod': 22944.0, 'sug': 16.8}, {'fat': 0.0020833333333333333, 'nrg': 0.08333333333333333, 'pro': 0.006458333333333333, 'sat': 0.00010416666666666666, 'sod': 0.10416666666666666, 'sug': 0.0}, {'fat': 0.02, 'nrg': 8.0, 'pro': 0.25, 'sat': 0.005, 'sod': 2.0, 'sug': 0.16}, {'fat': 0.02, 'nrg': 10.0, 'pro': 0.51, 'sat': 0.008, 'sod': 2.0, 'sug': 0.08}, {'fat': 11.8841104, 'nrg': 544.3104, 'pro': 102.0582, 'sat': 2.5537229599999995, 'sod': 204.1164, 'sug': 0.0}, {'fat': 0.09125, 'nrg': 7.375, 'pro': 0.3675, 'sat': 0.0125, 'sod': 3.375, 'sug': 1.09}, {'fat': 0.6, 'nrg': 12.0, 'pro': 0.66, 'sat': 0.09799999999999999, 'sod': 4.0, 'sug': 0.4799999999999999}, {'fat': 13.377, 'nrg': 2023.6999999999998, 'pro': 349.517, 'sat': 4.0131000000000006, 'sod': 1234.8, 'sug': 111.13200000000002}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 70.77395903401708, 'fat': 0.9808337278908489, 'protein': 11.670411050824514, 'salt': 1.5168748230035678, 'saturates': 0.24878550216018816, 'sugars': 3.2270096260150245}","['1', '1', '1', '1', '1', '2', '2', '14']","['cup', 'teaspoon', 'teaspoon', 'teaspoon', 'pound', 'tablespoon', 'teaspoon', 'cup']","[96.0, 0.18541666666666667, 2.4, 3.1, 453.592, 30.625, 4.6, 3430.0]"
Applesauce For Babies Recipe,"['apples, raw, with skin']","['Simmer apples, covered, in a large saucepan with 1/3 c. water till tender, about 10 min.', 'Transfer mix to a blender.', 'Working in small batches, blend till smooth.', 'Pass through a fine sieve.', 'For a coarser texture, pass apples through a food mill, or possibly pulse in a food processor.', 'Fill 1/4-c. plastic containers or possibly ice-cube trays with puree.', 'This recipe yields 4 1/4 c. or possibly about 48 cubes.', 'Comments: Remember to start with silky, smooth purees.', 'You can work up to thicker textures as the baby gets older.', 'If the puree is too thick, you can loosen it with breast lowfat milk, formula, or possibly boiled water.', 'Yield: 4 1/4 c.']","[{'fat': 3.0844256000000003, 'nrg': 943.47136, 'pro': 4.717356799999999, 'sat': 0.50802304, 'sod': 18.14368, 'sug': 188.5128352}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 52.0, 'fat': 0.17000000000000004, 'protein': 0.26, 'salt': 0.0025, 'saturates': 0.027999999999999997, 'sugars': 10.39}",['4'],['pound'],[1814.368]
Orange-Soy-Braised Pork Ribs,"['pork, fresh, loin, country-style ribs, separable lean only, raw', 'salt, table', 'orange juice, raw', 'soy sauce made from soy (tamari)', 'sugars, granulated', 'spices, ginger, ground', 'spices, garlic powder', 'spices, pepper, black']","['Special equipment: 11 x 17 inches flameproof roasting pan.', 'Put oven rack in middle position, and preheat oven to 325F.', 'Sprinkle ribs evenly with salt.', 'Bring orange juice, soy sauce, sugar, ginger, garlic and pepper to a boil in roasting pan over moderately high heat, stirring until sugar is dissolved.', 'Add ribs in 1 layer using tongs, turning to coat, and cover pan tightly with foil.', 'Braise ribs in oven until very tender, about 2 hours.', ""(If making ahead, see cooks' note, below."", ').', 'Before Serving:.', 'Reduce oven temperature to 200F.', 'Transfer ribs to a baking dish, arranging them in 1 layer, and keep warm in oven.', 'Skim fat from cooking liquid if desired, then make glaze by boiling liquid, uncovered, stirring occasionally, until syrupy and reduced to about 3/4 cup, about 15 minutes.', 'Brush glaze generously on ribs.', ""Cooks' Note: Ribs can be braised 5 days ahead and cooled completely in cooking liquid, uncovered, then chilled, covering them once they are completely cold."", 'To reheat, set roasting pan with ribs and cooking liquid over moderate heat, covered with foil.', 'Simmer, covered, turning once, until they are heated through, about 15 minutes, then transfer ribs to a baking dish and keep warm.', 'Make glaze as directed.']","[{'fat': 102.3303552, 'nrg': 2540.1151999999997, 'pro': 376.6627968, 'sat': 36.505084159999996, 'sod': 1215.62656, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 0.75, 'nrg': 168.0, 'pro': 2.61, 'sat': 0.09, 'sod': 3.0, 'sug': 31.244999999999997}, {'fat': 3.84, 'nrg': 2112.0, 'pro': 362.88, 'sat': 0.384, 'sod': 192960.0, 'sug': 59.519999999999996}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 0.48000000000000004, 'nrg': 36.0, 'pro': 0.9600000000000001, 'sat': 0.28200000000000003, 'sod': 0.0, 'sug': 0.36}, {'fat': 0.060000000000000005, 'nrg': 30.0, 'pro': 1.53, 'sat': 0.024, 'sod': 6.0, 'sug': 0.24000000000000002}, {'fat': 0.8400000000000001, 'nrg': 72.0, 'pro': 2.88, 'sat': 0.384, 'sod': 0.0, 'sug': 0.12000000000000001}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 87.33162521590498, 'fat': 1.8713554513113957, 'protein': 12.91667841890163, 'salt': 9.593672980065897, 'saturates': 0.6508957967731922, 'sugars': 2.015199572578978}","['4', '12', '1 1/2', '12', '2', '2', '1', '12']","['pound', 'teaspoon', 'cup', 'cup', 'tablespoon', 'tablespoon', 'tablespoon', 'teaspoon']","[1814.368, 72.0, 372.0, 3456.0, 25.200000000000003, 10.8, 9.3, 27.599999999999998]"
Chocolate Glaze,"['water, bottled, generic', 'syrups, corn, light', 'sugars, granulated', 'candies, semisweet chocolate']","['COMBINE WATER, corn syrup, and sugar in a small bowl.', 'Stir over medium-high heat until sugar is dissolved.', 'Bring mixture to a boil, washing sides of pan with a wet pastry brush to prevent crystals from forming.', 'Once at a boil, remove from heat; add chocolate.', 'Let stand 2 minutes; stir gently until smooth.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.0, 'sug': 0.0}, {'fat': 0.17, 'nrg': 241.25, 'pro': 0.0, 'sat': 0.0, 'sod': 52.75, 'sug': 65.4475}, {'fat': 0.0, 'nrg': 384.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 100.56000000000002}, {'fat': 38.271825, 'nrg': 612.3492, 'pro': 5.3580555, 'sat': 22.644163125, 'sod': 14.0330025, 'sug': 69.52714875000001}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 331.95377696237693, 'fat': 10.311019110287663, 'protein': 1.4371589448337045, 'salt': 0.04612312586879422, 'saturates': 6.073707445428155, 'sugars': 63.17603975347536}","['1/4', '1/4', '1/2', '4 1/2']","['cup', 'cup', 'cup', 'ounce']","[59.2, 85.25, 100.80000000000001, 127.57275]"
Sweet Creamed Corn,"['corn, sweet, white, raw', 'cream, whipped, cream topping, pressurized', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'salt, table', 'sugars, granulated', 'wheat flour, white, all-purpose, unenriched', 'butter, without salt']","['Melt butter and add flour, to make a paste.', 'set aside.', 'add all of the other ingredients,bring to a boil.', 'Add butter and flour paste.', 'reduce heat and simmer until thickened and corn is cooked.', 'add pepper to taste.']","[{'fat': 6.690482, 'nrg': 487.6114, 'pro': 18.257078, 'sat': 1.0319218000000001, 'sod': 85.0485, 'sug': 18.257078}, {'fat': 37.795553399999996, 'nrg': 437.1492899999999, 'pro': 5.443103999999999, 'sat': 23.526116069999997, 'sod': 13.607759999999999, 'sug': 13.607759999999999}, {'fat': 1.6499408999999998, 'nrg': 71.44073999999999, 'pro': 5.732268899999999, 'sat': 1.0767140099999999, 'sod': 74.84267999999999, 'sug': 8.845044}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 0.15375, 'nrg': 56.875, 'pro': 1.61375, 'sat': 0.02425, 'sod': 0.25, 'sug': 0.0425}, {'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'orange'}","{'energy': 137.7304595132984, 'fat': 7.057114328146424, 'protein': 3.184641111797632, 'salt': 0.6368907807237109, 'saturates': 4.071318756241035, 'sugars': 6.709260806853358}","['20', '6', '6', '1', '6', '2', '2']","['ounce', 'ounce', 'ounce', 'teaspoon', 'teaspoon', 'tablespoon', 'tablespoon']","[566.99, 170.09699999999998, 170.09699999999998, 6.0, 25.200000000000003, 15.625, 28.4]"
Sunshines processor biscuits,"['wheat flour, white, all-purpose, unenriched', 'butter, without salt', 'milk, buttermilk, fluid, cultured, lowfat']","['Position knife blade into food processor.add flour and the butter, top with the cover,pulsing 8 times till mixed into a coarse mwal.', 'With processor running, slowly add buttermilk through food chute, untll the dough froms a ball leaving sides of bowl.', 'Trun dough out onto a floured surface, and knead lightly 3 to 4 times.', 'Roll dough into 1/2 inch thickness, cut into rounds with biscuit cutter or a glass, place biscuits on an ungreased baking sheet,', 'Bake at 450 for 10 minutes.', 'Done', 'Tips :: do not over process the dough, stop the processing as soon as the dough froms a ball.']","[{'fat': 3.075, 'nrg': 1137.5, 'pro': 32.275, 'sat': 0.485, 'sod': 5.0, 'sug': 0.8500000000000001}, {'fat': 92.16, 'nrg': 816.0, 'pro': 0.96, 'sat': 57.352, 'sod': 16.0, 'sug': 0.08}, {'fat': 1.62, 'nrg': 73.5, 'pro': 6.0825, 'sat': 1.00725, 'sod': 349.5, 'sug': 8.805}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'red', 'sugars': 'green'}","{'energy': 332.37681397064847, 'fat': 15.881774206772157, 'protein': 6.447077150118881, 'salt': 0.15188161023202426, 'saturates': 9.648971058456997, 'sugars': 1.5962941706977123}","['2 1/2', '1/2', '3/4']","['cup', 'cup', 'cup']","[312.5, 113.6, 183.75]"
Raspberry Orange Smoothie,"['raspberries, raw', 'orange juice, raw', 'yogurt, greek, plain, nonfat', 'honey']","['Place all ingredients in a blender, put the lid on and process until smooth.', 'Pour into a glass and enjoy!']","[{'fat': 0.8, 'nrg': 64.0, 'pro': 1.48, 'sat': 0.023, 'sod': 1.0, 'sug': 5.44}, {'fat': 0.5, 'nrg': 112.0, 'pro': 1.74, 'sat': 0.06, 'sod': 2.0, 'sug': 20.83}, {'fat': 0.47775, 'nrg': 72.27499999999999, 'pro': 12.48275, 'sat': 0.143325, 'sod': 44.1, 'sug': 3.9690000000000007}, {'fat': 0.0, 'nrg': 21.479166666666664, 'pro': 0.021249999999999998, 'sat': 0.0, 'sod': 0.29166666666666663, 'sug': 5.799791666666666}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 53.89020685062638, 'fat': 0.35515045573729553, 'protein': 3.1412660756648765, 'salt': 0.023669205477171513, 'saturates': 0.04521413409913847, 'sugars': 7.199658717276397}","['1', '1', '1/2', '1']","['cup', 'cup', 'cup', 'teaspoon']","[123.0, 248.0, 122.5, 7.0625]"
Grandma's Mayonnaise Bread,"['salad dressing, mayonnaise, regular', 'wheat flour, white, all-purpose, unenriched', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['Preheat oven to 425.', 'Mix all ingredients.', 'Pour into round cake pan or muffin tin.', 'Bake until golden brown.']","[{'fat': 30.990000000000002, 'nrg': 282.0, 'pro': 0.39, 'sat': 4.845, 'sod': 264.0, 'sug': 0.24}, {'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 28.44, 'nrg': 1224.0, 'pro': 98.64000000000001, 'sat': 18.54, 'sod': 1284.0, 'sug': 152.28}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 63.37254395036194, 'fat': 1.9603154084798342, 'protein': 3.617502585315409, 'salt': 0.125226215098242, 'saturates': 0.7619894002068253, 'sugars': 4.939891416752844}","['3', '1', '12']","['tablespoon', 'cup', 'cup']","[41.400000000000006, 125.0, 2928.0]"
Light Malt Loaf,"['water, bottled, generic', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'butter, without salt', 'sugars, brown', 'salt, table', 'wheat flours, bread, unenriched', 'wheat flour, white, all-purpose, unenriched', ""leavening agents, yeast, baker's, active dry"", 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['Place all ingredients (except the milk) into the bread machine pan in the above order, or as directed by the manufacturer.', 'Select the Basic Bread setting; press Start.', 'After the baking cycle is complete, remove the bread from the pan and brush the just baked bread with milk.', 'This will give it a soft and shiny crust.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.29625, 'nrg': 12.75, 'pro': 1.0275, 'sat': 0.193125, 'sod': 13.375, 'sug': 1.58625}, {'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 0.0, 'nrg': 82.5, 'pro': 0.0, 'sat': 0.0, 'sod': 7.5, 'sug': 21.825000000000003}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 4.54, 'nrg': 990.0, 'pro': 32.82, 'sat': 0.668, 'sod': 6.0, 'sug': 0.84}, {'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 0.6, 'nrg': 26.0, 'pro': 3.24, 'sat': 0.08, 'sod': 4.0, 'sug': 0.0}, {'fat': 0.148125, 'nrg': 6.375, 'pro': 0.51375, 'sat': 0.0965625, 'sod': 6.6875, 'sug': 0.793125}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 238.0099135909974, 'fat': 3.9995143680085734, 'protein': 6.799015339272556, 'salt': 0.7959550204300354, 'saturates': 2.0858312680018756, 'sugars': 3.4033592337062095}","['1', '2', '2', '2 1/2', '1', '2', '1', '2', '1']","['cup', 'tablespoon', 'tablespoon', 'tablespoon', 'teaspoon', 'cup', 'cup', 'teaspoon', 'tablespoon']","[236.8, 30.5, 28.4, 22.5, 6.0, 274.0, 125.0, 8.0, 15.25]"
Light & Lovely Creamy Scalloped Potatoes,"['potatoes, raw, skin', 'onions, raw', 'soup, chicken broth or bouillon, dry', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'wheat flour, white, all-purpose, unenriched', 'salt, table', 'cheese, cheddar', 'spices, paprika']","['In a large saucepan of boiling salted water, cook sliced potatoes for 5 minutes or until slightly tender.', 'Drain.', 'Meanwhile, in large skillet over medium heat, cook onion in chicken broth for about 4 minutes or until liquid has evaporated.', 'In a bowl, whisk together milk and flour, stir into onions.', 'Bring to a boil, stirring as it thickens.', 'Boil gently for 1 minute.', 'Add salt, pepper to taste.', 'Combine sauce and potatoes, mixing gently but thoroughly.', 'Pour into an 8-cup (2L) casserole dish.', 'Cover with a lid or foil and bake in a 350 degrees F oven for 30 minutes or until potatoes are tender.', 'Uncover and sprinkle cheese over top, sprinkle lightly with paprika.', 'Bake uncovered for 10 minutes or until cheese is melted and top is lightly browned.', 'Serve.']","[{'fat': 0.6, 'nrg': 348.0, 'pro': 15.419999999999998, 'sat': 0.156, 'sod': 60.0, 'sug': 0.0}, {'fat': 0.16, 'nrg': 64.0, 'pro': 1.76, 'sat': 0.067, 'sod': 6.0, 'sug': 6.78}, {'fat': 6.720000000000001, 'nrg': 120.0, 'pro': 7.920000000000001, 'sat': 1.6560000000000001, 'sod': 11472.0, 'sug': 8.4}, {'fat': 4.74, 'nrg': 204.0, 'pro': 16.44, 'sat': 3.09, 'sod': 214.0, 'sug': 25.38}, {'fat': 0.15375, 'nrg': 56.875, 'pro': 1.61375, 'sat': 0.02425, 'sod': 0.25, 'sug': 0.0425}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 581.25, 'sug': 0.0}, {'fat': 32.9775, 'nrg': 399.75, 'pro': 22.642500000000002, 'sat': 18.678, 'sod': 646.5, 'sug': 0.47250000000000003}, {'fat': 0.075, 'nrg': 1.5, 'pro': 0.0825, 'sat': 0.012249999999999999, 'sod': 0.5, 'sug': 0.05999999999999999}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 84.52785446308488, 'fat': 3.2155623982444967, 'protein': 4.663322007503363, 'salt': 2.2971083740355347, 'saturates': 1.6764705882352942, 'sugars': 2.9118000991010127}","['4', '1', '1/2', '2', '2', '2', '3/4', '2']","['cup', 'cup', 'cup', 'cup', 'tablespoon', 'dash', 'cup', 'dash']","[600.0, 160.0, 48.0, 488.0, 15.625, 1.5, 99.0, 0.575]"
Caramel Sauce,"['sugars, granulated', 'water, bottled, generic']","['In medium-sized saucepan combine sugar and 1/2 cup of the water.', ""Use a pastry brush dipped in cold water to wash down any sugar granules from the pot's sides."", 'Cook over a moderate heat, swirling the pan occasionally, until the color is dark brown and the mixture has the distinctive fragrance of caramel, about 10 to 15 minutes.', 'Pour caramel into a 9-inch round cake pan, coating the bottom and the sides, some caramel will be left over.', 'Swirl to coat evenly.', 'Slowly and carefully add the remaining 3/4 cup of water to the caramel left in the saucepan.', 'Bring to a boil and cook over moderate heat until the caramel dissolves, about 5 minutes.', 'Occasionally stir and brush down the sides with the pastry brush dipped in cold water to prevent crystallization.', 'Set this caramel sauce aside to chill until serving time.']","[{'fat': 0.0, 'nrg': 1536.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 402.24000000000007}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 10.0, 'sug': 0.0}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 219.6796338672769, 'fat': 0.0, 'protein': 0.0, 'salt': 0.0035755148741418758, 'saturates': 0.0, 'sugars': 57.528604118993144}","['2', '1 1/4']","['cup', 'cup']","[403.20000000000005, 296.0]"
New Orleans Creole Seasoning,"['spices, garlic powder', 'spices, onion powder', 'spices, bay leaf', 'parsley, fresh', 'spices, basil, dried', 'spices, pepper, black', 'spices, pepper, red or cayenne', 'salt, table']","['Mix all ingredients.', 'Store in an airtight jar.']","[{'fat': 0.060000000000000005, 'nrg': 30.0, 'pro': 1.53, 'sat': 0.024, 'sod': 6.0, 'sug': 0.24000000000000002}, {'fat': 0.060000000000000005, 'nrg': 24.0, 'pro': 0.75, 'sat': 0.015000000000000001, 'sod': 6.0, 'sug': 0.48000000000000004}, {'fat': 0.30000000000000004, 'nrg': 12.0, 'pro': 0.30000000000000004, 'sat': 0.084, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.029375, 'nrg': 1.375, 'pro': 0.11125, 'sat': 0.0049375, 'sod': 2.125, 'sug': 0.031875}, {'fat': 0.029999999999999995, 'nrg': 2.0, 'pro': 0.16, 'sat': 0.014999999999999998, 'sod': 1.0, 'sug': 0.01}, {'fat': 0.42000000000000004, 'nrg': 36.0, 'pro': 1.44, 'sat': 0.192, 'sod': 0.0, 'sug': 0.060000000000000005}, {'fat': 1.395, 'nrg': 27.0, 'pro': 0.9900000000000001, 'sat': 0.2655, 'sod': 4.5, 'sug': 0.8550000000000001}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 111600.0, 'sug': 0.0}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 39.57990731050979, 'fat': 0.6860143519210643, 'protein': 1.579085065032142, 'salt': 83.43521079384062, 'saturates': 0.17952982508596202, 'sugars': 0.5013828673942293}","['1', '1', '2', '1', '1', '2', '1/2-1', '1']","['tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'teaspoon', 'tablespoon', 'tablespoon', 'cup']","[9.3, 7.2, 3.6, 3.75, 0.7, 13.799999999999999, 8.100000000000001, 288.0]"
Multifunctional Rich Milky Cream,"['cream, fluid, heavy whipping', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'milk, canned, condensed, sweetened', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['Combine white chocolate and condensed milk to a bowl and set aside.', ""In a pot, add heavy cream and skim milk and mix while heating, melt but don't quite bring to a boil."", 'Add the heated fresh cream to the bowl with the white chocolate and condensed milk.', 'Mix with a whisk while melting the chocolate.', 'Once the chocolate has melted, submerge the bowl in ice water and mix in a circular motion without whipping.', ""Once it's cooled, store in the refrigerator overnight."", 'Before using it, mix in a circular motion using a whisk.', 'Use once peaks form.', ""If you whip too much it'll get stiff, so be careful!""]","[{'fat': 27.279, 'nrg': 257.04, 'pro': 2.1483000000000003, 'sat': 17.41194, 'sod': 20.16, 'sug': 2.205}, {'fat': 6.6674999999999995, 'nrg': 116.75, 'pro': 1.6675, 'sat': 4.1675, 'sod': 0.0, 'sug': 13.3325}, {'fat': 2.175, 'nrg': 80.25, 'pro': 1.9775, 'sat': 1.3715, 'sod': 31.75, 'sug': 13.600000000000001}, {'fat': 0.148125, 'nrg': 6.375, 'pro': 0.51375, 'sat': 0.0965625, 'sod': 6.6875, 'sug': 0.793125}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 326.88320908768196, 'fat': 25.75053248136315, 'protein': 4.477848775292865, 'salt': 0.10400692225772097, 'saturates': 16.363154064607745, 'sugars': 21.250000000000004}","['150', '25', '25', '1']","['ml', 'g', 'g', 'tablespoon']","[75.6, 25.0, 25.0, 15.25]"
Homemade Flour Tortillas,"['wheat flour, white, all-purpose, unenriched', 'salt, table', 'water, bottled, generic', 'oil, olive, salad or cooking']","['In a large bowl, combine the flour and salt.', 'Stir in the water and oil.', 'Turn dough onto a floured surface and knead 5-6 times.', 'Divide dough into 8 equal portions.', 'On the floured surface roll each portion into a 7-inch disk.', 'In a large non-stick skillet coated with cooking spray cook tortillas over medium heat for 1 minute on each side or until lightly browned.', 'Keep warm while cooking the others.']","[{'fat': 2.46, 'nrg': 910.0, 'pro': 25.82, 'sat': 0.388, 'sod': 4.0, 'sug': 0.68}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 40.5, 'nrg': 357.0, 'pro': 0.0, 'sat': 5.5920000000000005, 'sod': 0.0, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 211.4133155347906, 'fat': 7.168363090271984, 'protein': 4.308359753045219, 'salt': 11.643584181545137, 'saturates': 0.997830802603037, 'sugars': 0.11346570999499418}","['2', '12', '1', '3']","['cup', 'teaspoon', 'cup', 'tablespoon']","[250.0, 72.0, 236.8, 40.5]"
