Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
Beer Cheese Bread - ABM,"['alcoholic beverage, beer, regular, all', 'applesauce, canned, unsweetened, without added ascorbic acid (includes usda commodity)', 'salt, table', 'sugars, granulated', 'wheat flours, bread, unenriched', ""leavening agents, yeast, baker's, active dry"", 'cheese, pasteurized process, american, without added vitamin d', 'cheese, cheddar']","['Place all ingredient into the breadmaker.', 'Process on the white bread cycle.']","[{'fat': 0.0, 'nrg': 121.90285, 'pro': 1.304077, 'sat': 0.0, 'sod': 11.3398, 'sug': 0.0}, {'fat': 0.015, 'nrg': 6.375, 'pro': 0.025625, 'sat': 0.00125, 'sod': 0.3125, 'sug': 1.431875}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3487.5, 'sug': 0.0}, {'fat': 0.0, 'nrg': 48.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 12.570000000000002}, {'fat': 6.8100000000000005, 'nrg': 1485.0, 'pro': 49.230000000000004, 'sat': 1.002, 'sod': 9.0, 'sug': 1.26}, {'fat': 0.6749999999999999, 'nrg': 29.25, 'pro': 3.6450000000000005, 'sat': 0.09, 'sod': 4.5, 'sug': 0.0}, {'fat': 36.0492242, 'nrg': 420.70658, 'pro': 20.559057399999997, 'sat': 20.47627686, 'sod': 1894.88058, 'sug': 2.5627948}, {'fat': 37.7728738, 'nrg': 458.12791999999996, 'pro': 25.934122600000002, 'sat': 21.39480066, 'sod': 740.48894, 'sug': 0.5443104}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 265.66574573924584, 'fat': 8.40850486123533, 'protein': 10.411913257735945, 'salt': 1.5892258264306858, 'saturates': 4.442405762965276, 'sugars': 1.899307360560663}","['10', '1', '1 1/2', '1', '3', '2 1/4', '4', '4']","['ounce', 'tablespoon', 'teaspoon', 'tablespoon', 'cup', 'teaspoon', 'ounce', 'ounce']","[283.495, 15.25, 9.0, 12.600000000000001, 411.0, 9.0, 113.398, 113.398]"
Easy Tartar Sauce,"['mustard, prepared, yellow', 'salad dressing, mayonnaise, regular', 'lime juice, raw', 'pickle relish, sweet', 'vinegar, balsamic']","['Mix all ingredients together.', ""You're done!""]","[{'fat': 6.12, 'nrg': 108.0, 'pro': 6.840000000000001, 'sat': 0.396, 'sod': 1980.0, 'sug': 1.8000000000000003}, {'fat': 1983.3600000000001, 'nrg': 18048.0, 'pro': 24.96, 'sat': 310.08, 'sod': 16896.0, 'sug': 15.36}, {'fat': 0.04958333333333333, 'nrg': 17.499999999999996, 'pro': 0.2975, 'sat': 0.005541666666666666, 'sod': 1.458333333333333, 'sug': 1.1929166666666664}, {'fat': 15.680000000000001, 'nrg': 4480.0, 'pro': 13.44, 'sat': 1.792, 'sod': 27328.0, 'sug': 978.88}, {'fat': 0.0, 'nrg': 56.0, 'pro': 0.32, 'sat': 0.0, 'sod': 16.0, 'sug': 9.56}]","{'fat': 'red', 'salt': 'red', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 359.0898429573251, 'fat': 31.70701223609899, 'protein': 0.7251133874993081, 'salt': 1.8271710313057543, 'saturates': 4.937768644699841, 'sugars': 15.919730083726222}","['12', '12', '14', '14', '12']","['tablespoon', 'cup', 'teaspoon', 'cup', 'teaspoon']","[180.0, 2649.6000000000004, 70.58333333333333, 3360.0, 64.0]"
Chicken Salad With Honey Mustard,"['chicken, broiler or fryers, breast, skinless, boneless, meat only, raw', 'nuts, almonds', 'spices, pepper, black', 'salad dressing, mayonnaise, regular', 'honey']","['Mix all ingredients.', 'Serve with crackers or use for sandwiches.']","[{'fat': 11.8841104, 'nrg': 544.3104, 'pro': 102.0582, 'sat': 2.5537229599999995, 'sod': 204.1164, 'sug': 0.0}, {'fat': 856.8000000000001, 'nrg': 9936.0, 'pro': 362.88, 'sat': 65.244, 'sod': 12.0, 'sug': 74.64}, {'fat': 0.8400000000000001, 'nrg': 72.0, 'pro': 2.88, 'sat': 0.384, 'sod': 0.0, 'sug': 0.12000000000000001}, {'fat': 1983.3600000000001, 'nrg': 18048.0, 'pro': 24.96, 'sat': 310.08, 'sod': 16896.0, 'sug': 15.36}, {'fat': 0.0, 'nrg': 12372.0, 'pro': 12.24, 'sat': 0.0, 'sod': 168.0, 'sug': 3340.68}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 459.5991740469098, 'fat': 32.001690116830545, 'protein': 5.664946529318911, 'salt': 0.4845911267475449, 'saturates': 4.243079624964889, 'sugars': 38.48435274765804}","['1', '12', '12', '12', '12']","['pound', 'cup', 'teaspoon', 'cup', 'cup']","[453.592, 1716.0, 27.599999999999998, 2649.6000000000004, 4068.0]"
Cinnamon Cookies,"['wheat flour, white, all-purpose, unenriched', 'spices, cinnamon, ground', 'butter, without salt', 'sugars, powdered', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['Grease the baking tray with a smidge of butter.', 'Sift the flour and ground cinnamon into a bowl.', 'Cut the butter into smallish pieces and add it to the flour and cinnamon.', 'Rub the mixture with your fingers until it looks crumbly.', 'Add the sugar and milk and knead the mixture into a soft ball.', 'Wrap the dough in cling film and put in fridge for 15 minutes.', 'Put the dough onto a floured surface and roll it out.', 'Use the cookie cutters to cut them into different shapes.', 'Bake the cookies for 10-15 mins until they are golden brown.', 'Leave to cool for about 20 minutes.', 'Sprinkle the cinnamon on top.', 'Enjoy!', ':D.']","[{'fat': 2.205, 'nrg': 819.0, 'pro': 23.2425, 'sat': 0.34875, 'sod': 4.5, 'sug': 0.6075}, {'fat': 0.029999999999999995, 'nrg': 6.0, 'pro': 0.1, 'sat': 0.009, 'sod': 0.0, 'sug': 0.05999999999999999}, {'fat': 81.11, 'nrg': 717.0, 'pro': 0.8500000000000001, 'sat': 50.489, 'sod': 11.0, 'sug': 0.06}, {'fat': 0.0, 'nrg': 389.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.0, 'sug': 97.81}, {'fat': 0.148125, 'nrg': 6.375, 'pro': 0.51375, 'sat': 0.0965625, 'sod': 6.6875, 'sug': 0.793125}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 437.4788303037145, 'fat': 18.853590380490004, 'protein': 5.578920627752061, 'salt': 0.013654454104098452, 'saturates': 11.50351416958338, 'sugars': 22.429857739640962}","['225', '1', '100', '100', '1']","['g', 'teaspoon', 'g', 'g', 'tablespoon']","[225.0, 2.6, 100.0, 100.0, 15.25]"
Microwave Caramel Corn,"['corn, sweet, white, raw', 'leavening agents, baking soda', 'sugars, brown', 'butter, without salt', 'syrups, corn, light', 'salt, table']","['Blend the last 4 ingredients on high for 30 seconds, stir, bring to a full boil - cooking approx 2 minutes.', 'Then stir in the baking soda until well dissolved.', 'Put the popcorn in a large paper grocery bag, add nuts if desired.', 'Pour the syrup over the popcorn in the bag, roll up bag and shake.', 'Microwave 1 1/2 minutes.', 'Shake then place on a cookie sheet to cool.']","[{'fat': 25.48, 'nrg': 1848.0, 'pro': 69.44, 'sat': 3.9200000000000004, 'sod': 322.0, 'sug': 69.44}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 15108.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 528.0, 'pro': 0.0, 'sat': 0.0, 'sod': 48.0, 'sug': 139.68}, {'fat': 2211.84, 'nrg': 19584.0, 'pro': 23.04, 'sat': 1376.4479999999999, 'sod': 384.0, 'sug': 1.92}, {'fat': 9.520000000000001, 'nrg': 13510.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2954.0, 'sug': 3665.0600000000004}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'red', 'sugars': 'red'}","{'energy': 357.28675611426735, 'fat': 22.632257544623073, 'protein': 0.9315443813207624, 'salt': 1.1764172609694188, 'saturates': 13.904347475724244, 'sugars': 39.04367621580242}","['3 1/2', '12', '1', '12', '14', '12']","['quart', 'teaspoon', 'cup', 'cup', 'cup', 'teaspoon']","[2156.0, 55.199999999999996, 144.0, 2726.3999999999996, 4774.0, 72.0]"
Egg Replacer (Only for Cakes),"['cornstarch', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']",['Mix them and use.'],"[{'fat': 0.00375, 'nrg': 30.5, 'pro': 0.020625, 'sat': 0.00075, 'sod': 0.75, 'sug': 0.0}, {'fat': 0.148125, 'nrg': 6.375, 'pro': 0.51375, 'sat': 0.0965625, 'sod': 6.6875, 'sug': 0.793125}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 158.6021505376344, 'fat': 0.653225806451613, 'protein': 2.298387096774194, 'salt': 0.07997311827956989, 'saturates': 0.41854838709677417, 'sugars': 3.411290322580645}","['1', '1']","['tablespoon', 'tablespoon']","[8.0, 15.25]"
Toll House Famous Fudge,"['sugars, granulated', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'butter, without salt', 'salt, table', 'candies, marshmallows', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'nuts, pecans', 'vanilla extract']","['LINE 8-inch-square baking pan with foil.', 'COMBINE sugar, evaporated milk, butter and salt in medium, heavy-duty saucepan.', 'Bring to a full rolling boil over medium heat, stirring constantly.', 'Boil, stirring constantly, for 4 to 5 minutes.', 'Remove from heat.', 'STIR in marshmallows, morsels, nuts and vanilla extract.', 'Stir vigorously for 1 minute or until marshmallows are melted.', 'Pour into prepared baking pan; refrigerate for 2 hours or until firm.', 'Lift from pan; remove foil.', 'Cut into pieces.']","[{'fat': 0.0, 'nrg': 1152.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 301.68}, {'fat': 1.58, 'nrg': 68.0, 'pro': 5.48, 'sat': 1.0299999999999998, 'sod': 71.33333333333333, 'sug': 8.459999999999999}, {'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 581.25, 'sug': 0.0}, {'fat': 0.2, 'nrg': 318.0, 'pro': 1.8, 'sat': 0.056, 'sod': 80.0, 'sug': 57.56}, {'fat': 70.00874999999999, 'nrg': 1225.875, 'pro': 17.50875, 'sat': 43.758750000000006, 'sod': 0.0, 'sug': 139.99125}, {'fat': 39.225, 'nrg': 376.5, 'pro': 5.0, 'sat': 3.368, 'sod': 0.0, 'sug': 2.165}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 366.34982717846094, 'fat': 14.632026559941785, 'protein': 3.2776514462434054, 'salt': 0.20099599781699107, 'saturates': 6.827442241222485, 'sugars': 55.71106967436783}","['1 1/2', '2/3', '2', '1/4', '2', '1 1/2', '1/2', '1']","['cup', 'cup', 'tablespoon', 'teaspoon', 'cup', 'cup', 'cup', 'teaspoon']","[302.40000000000003, 162.66666666666666, 28.4, 1.5, 100.0, 262.5, 54.5, 4.2]"
Arnies Chicken Dinner,"['sauce, teriyaki, ready-to-serve', 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw', 'onions, raw']","['Marinade chicken in teriyaki sauce for 1 plus hours.', 'Preheat oven to 400.', 'Crush fried onions to small pieces.', 'I use the back of a big spoon.', 'Place in a bowl.', 'Dip chicken in onions crumbs.', 'Place chicken chicken on a sprayed cookie sheet.', 'Bake for 20 minutes or until done.']","[{'fat': 0.0, 'nrg': 3072.0, 'pro': 205.44, 'sat': 0.0, 'sod': 132480.0, 'sug': 487.68}, {'fat': 11.8841104, 'nrg': 544.3104, 'pro': 102.0582, 'sat': 2.5537229599999995, 'sod': 204.1164, 'sug': 0.0}, {'fat': 0.32, 'nrg': 128.0, 'pro': 3.52, 'sat': 0.134, 'sod': 12.0, 'sug': 13.56}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 88.52651508703438, 'fat': 0.2885410791395482, 'protein': 7.353385385635303, 'salt': 7.843316589401529, 'saturates': 0.06354567911042008, 'sugars': 11.850788444842905}","['12', '1', '2']","['cup', 'pound', 'cup']","[3456.0, 453.592, 320.0]"
Honey Mustard Vinaigrette - Weight Watchers,"['lemon juice, raw', 'mustard, prepared, yellow', 'honey', 'dill weed, fresh', 'salt, table', 'oil, canola', 'water, bottled, generic', 'water, bottled, generic']","['In a small bowl, whisk the lemon juice, mustard, honey, dill and salt.', 'Whisk in the oil in a slow stream, then whisk in the water until smooth.', 'Serving size: 1 1/2 tablespoons.']","[{'fat': 0.036875, 'nrg': 3.375, 'pro': 0.053125, 'sat': 0.006125, 'sod': 0.125, 'sug': 0.384375}, {'fat': 0.34, 'nrg': 6.0, 'pro': 0.37999999999999995, 'sat': 0.022, 'sod': 110.0, 'sug': 0.1}, {'fat': 0.0, 'nrg': 21.479166666666664, 'pro': 0.021249999999999998, 'sat': 0.0, 'sod': 0.29166666666666663, 'sug': 5.799791666666666}, {'fat': 0.0020833333333333333, 'nrg': 0.08333333333333333, 'pro': 0.006458333333333333, 'sat': 0.00010416666666666666, 'sod': 0.10416666666666666, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 28.0, 'nrg': 248.0, 'pro': 0.0, 'sat': 2.062, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.16666666666666666, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 155.80380520160588, 'fat': 15.851399313434575, 'protein': 0.25740385174841446, 'salt': 45.608919532204574, 'saturates': 1.1675219642753245, 'sugars': 3.510094839122593}","['1', '2', '1', '1', '14', '2', '2', '1']","['tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'tablespoon', 'tablespoon', 'teaspoon']","[15.25, 10.0, 7.0625, 0.18541666666666667, 83.99999999999999, 28.0, 29.6, 4.933333333333334]"
Home-Made Cream of Chicken Soup,"['milk, fluid, 1% fat, without added vitamin a and vitamin d', 'wheat flour, white, all-purpose, unenriched', 'oil, canola', 'sugars, granulated', 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw', 'salt, table', 'spices, pepper, black', 'spices, garlic powder']","['Make a white sauce of milk or cream, flour, and oil.', 'Add chicken.', 'Add sugar, salt, pepper, and garlic powder (may use more or less as desired).', 'Mix well and simmer for 20 minutes over low heat.', 'If soup is not as thick as desired, mix a small amount of cornstarch with a small amount of water and add to soup.', 'Simmer for 10 minutes.']","[{'fat': 9.48, 'nrg': 408.0, 'pro': 32.88, 'sat': 6.18, 'sod': 428.0, 'sug': 50.76}, {'fat': 0.15375, 'nrg': 56.875, 'pro': 1.61375, 'sat': 0.02425, 'sod': 0.25, 'sug': 0.0425}, {'fat': 28.0, 'nrg': 248.0, 'pro': 0.0, 'sat': 2.062, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 7.336, 'nrg': 336.0, 'pro': 63.0, 'sat': 1.5763999999999998, 'sod': 126.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.035, 'nrg': 3.0, 'pro': 0.11999999999999998, 'sat': 0.016, 'sod': 0.0, 'sug': 0.005}, {'fat': 0.01, 'nrg': 5.0, 'pro': 0.255, 'sat': 0.004, 'sod': 1.0, 'sug': 0.04}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 86.64812761879709, 'fat': 3.3832321827849907, 'protein': 7.35564908588715, 'salt': 0.32275793389827323, 'saturates': 0.7412600289359462, 'sugars': 5.711091486443321}","['4', '2', '2', '2', '2', '1/2', '1/2', '1/2']","['cup', 'tablespoon', 'tablespoon', 'tablespoon', 'cup', 'teaspoon', 'teaspoon', 'teaspoon']","[976.0, 15.625, 28.0, 25.200000000000003, 280.0, 3.0, 1.15, 1.55]"
Puppy Chow Recipe,"['butter, without salt', 'peanut butter, smooth style, without salt', 'sugars, powdered', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt']","['Melt the butter, chocolate chips, and peanut butter together in a pan until smooth.', 'Pour the cereal into the mixture toss to coat.', 'Put the cereal into a Ziploc bag, pour in the powdered sugar and seal tightly.', 'Shake until the cereal is coated.']","[{'fat': 92.16, 'nrg': 816.0, 'pro': 0.96, 'sat': 57.352, 'sod': 16.0, 'sug': 0.08}, {'fat': 131.52, 'nrg': 1528.0, 'pro': 56.88, 'sat': 26.432, 'sod': 40.0, 'sug': 26.88}, {'fat': 0.0, 'nrg': 934.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4.0, 'sug': 234.74}, {'fat': 90.72973979999999, 'nrg': 1588.7059799999997, 'pro': 22.690939799999995, 'sat': 56.7103398, 'sod': 0.0, 'sug': 181.42546019999997}, {'fat': 6.0327736, 'nrg': 281.79402999999996, 'pro': 10.081082199999999, 'sat': 1.2303682999999999, 'sod': 15.87572, 'sug': 1.0716111}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 382.3085846971122, 'fat': 23.79487686448299, 'protein': 6.7285139011514925, 'salt': 0.014085626429897965, 'saturates': 10.523953086351915, 'sugars': 32.98443300484819}","['1/2', '1', '2', '12', '14']","['cup', 'cup', 'cup', 'ounce', 'ounce']","[113.6, 256.0, 240.0, 340.19399999999996, 396.893]"
Peppermint Thumbprints Recipe,"['peppermint, fresh', 'cheese, parmesan, hard', 'sugars, powdered', 'milk, buttermilk, fluid, cultured, lowfat']","['Heat oven to 350 degrees.', 'In small bowl, mix all filling ingredients till well blended; set aside.', 'In large bowl, cream together powdered sugar, butter and vanilla.', 'Lightly spoon flour into measuring c.; level off.', 'Add in flour and mix till well blended.', 'If dough is too crumbly, add in 1 - 4 tsp.', 'lowfat milk.', 'Shape into 1/2 inch balls; place two inches apart on ungreased cookie sheets.', 'With thumb, make imprint in center of each cookie; fill with 1/8 to 1/4 tsp.', 'filling.', 'Bake at 350 degrees for 10-15 min or possibly till light golden around edges.', 'Cold.', '5-6 dozen cookies.']","[{'fat': 0.12, 'nrg': 8.0, 'pro': 0.48, 'sat': 0.032, 'sod': 4.0, 'sug': 0.0}, {'fat': 4.800466619792938, 'nrg': 72.1874679668111, 'pro': 6.641247052946621, 'sat': 3.0499205215977687, 'sod': 256.2655112821794, 'sug': 0.1443749359336222}, {'fat': 0.0, 'nrg': 233.5, 'pro': 0.0, 'sat': 0.0, 'sod': 1.0, 'sug': 58.685}, {'fat': 0.09, 'nrg': 4.083333333333333, 'pro': 0.33791666666666664, 'sat': 0.05595833333333333, 'sod': 19.416666666666664, 'sug': 0.48916666666666664}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 312.77698415733215, 'fat': 4.931726364247001, 'protein': 7.341941811553634, 'salt': 0.6906780356026987, 'saturates': 3.0885666048637264, 'sugars': 58.38634157437337}","['1/2', '2', '1/2', '2']","['cup', 'tablespoon', 'cup', 'teaspoon']","[12.8, 18.588273001453857, 60.0, 10.208333333333332]"
Honey Whole Wheat Pizza Dough,"['water, bottled, generic', 'honey', 'oil, olive, salad or cooking', 'wheat flour, white, all-purpose, unenriched', 'salt, table', ""leavening agents, yeast, baker's, active dry"", 'cornmeal, degermed, unenriched, yellow']","['Yields 2 medium-large pizza crusts.', 'Place the ingredients into your bread machine, starting with the wet ingredients, followed by the dry (except the corn meal) and then the yeast.', 'Follow the instructions for your bread machine.', 'Preheat oven to 450 degrees F. Place the pizza stone in the oven while its preheating.', 'Once the dough is ready, split it into two pieces and roll each out separately on a lightly-floured surface until its the right size to fit on the pizza stones.', 'Sprinkle some cornmeal, about 1 teaspoon each, over the stone once its hot to keep the pizza from sticking.', 'I also put some cornmeal on the peel so the dough doesnt stick when I transfer it to the oven.', 'I pre-bake my pizza dough a little before I put any toppings on it.', 'I find this makes the dough nice and crunchy with a good chewiness to it.', 'Just place each dough, separately, on the stone.', 'Spread the dough evenly over the stone.', 'Make several puncture holes with a fork to help keep the bubbling down.', 'Brush the entire surface of the dough with a light layer of olive oil.', 'This will help keep the dough chewy and not brittle.', 'As it bakes, check on it to make sure its not bubbling.', 'If it is, just press down any large bubbles with a spatula.', 'Once the dough starts to become golden, take it out of the oven and place your favorite toppings on it.', 'Then, just place back in the oven to finish cooking the toppings until they are nice and bubbly.', 'Enjoy!']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 193.3125, 'pro': 0.19125, 'sat': 0.0, 'sod': 2.625, 'sug': 52.198125}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 3.69, 'nrg': 1365.0, 'pro': 38.730000000000004, 'sat': 0.5820000000000001, 'sod': 6.0, 'sug': 1.02}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.6, 'nrg': 26.0, 'pro': 3.24, 'sat': 0.08, 'sod': 4.0, 'sug': 0.0}, {'fat': 0.11458333333333333, 'nrg': 24.208333333333332, 'pro': 0.46499999999999997, 'sat': 0.014374999999999999, 'sod': 0.4583333333333333, 'sug': 0.10541666666666666}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 255.43092964143472, 'fat': 4.344224972189722, 'protein': 5.896528470232916, 'salt': 0.8113396773431242, 'saturates': 0.6092612552378429, 'sugars': 7.376294690974484}","['1', '3', '2', '3', '1', '2', '2']","['cup', 'tablespoon', 'tablespoon', 'cup', 'teaspoon', 'teaspoon', 'teaspoon']","[236.8, 63.5625, 27.0, 375.0, 6.0, 8.0, 6.541666666666666]"
"Healthy, Vegan and Terrific Strawberry Pancakes","['wheat flour, white, all-purpose, unenriched', 'cornstarch', 'sugars, granulated', 'salt, table', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate', 'spices, cinnamon, ground', 'strawberries, raw', 'soymilk, original and vanilla, unfortified', 'oil, canola']","['Blend together dry ingredients.', 'Add chopped strawberries and stir until coated.', 'Make a well in the middle and add soymilk and oil.', 'Blend well, but do not beat.', 'Add more flour or soymilk if needed for the right consistency of the batter.', 'Pour enough batter on a medium-hot griddle and flip when the edges look dry.', 'Keep in a warm oven until ready to serve.', 'ENJOY!']","[{'fat': 2.46, 'nrg': 910.0, 'pro': 25.82, 'sat': 0.388, 'sod': 4.0, 'sug': 0.68}, {'fat': 0.84, 'nrg': 6832.0, 'pro': 4.62, 'sat': 0.168, 'sod': 168.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 6.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1464.0, 'sug': 0.0}, {'fat': 0.42, 'nrg': 84.0, 'pro': 1.4, 'sat': 0.12599999999999997, 'sod': 0.0, 'sug': 0.84}, {'fat': 0.92, 'nrg': 98.0, 'pro': 2.04, 'sat': 0.046, 'sod': 4.0, 'sug': 14.86}, {'fat': 10.625, 'nrg': 327.5, 'pro': 19.875, 'sat': 1.245, 'sod': 310.0, 'sug': 24.25}, {'fat': 28.0, 'nrg': 248.0, 'pro': 0.0, 'sat': 2.062, 'sod': 0.0, 'sug': 0.0}]","{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 280.8286264651148, 'fat': 1.4125501975252215, 'protein': 1.7550360769205655, 'salt': 0.34893401678148167, 'saturates': 0.13173789545855238, 'sugars': 2.1473113715759578}","['2', '14', '2', '1', '1', '14', '2', '2 1/2', '2']","['cup', 'cup', 'tablespoon', 'teaspoon', 'tablespoon', 'teaspoon', 'cup', 'cup', 'tablespoon']","[250.0, 1792.0, 25.200000000000003, 6.0, 13.799999999999999, 36.4, 304.0, 607.5, 28.0]"
Easy Cranberry Vinaigrette Dressing,"['syrup, maple, canadian', 'mustard, prepared, yellow', 'vinegar, cider', 'cranberry juice, unsweetened', 'oil, canola']","['Whisk syrup, mustard, vinegar, cranberry juice, and salt to taste.', 'Whisk in oil until emulsified.', 'Enjoy.']","[{'fat': 0.0, 'nrg': 53.57142857142857, 'pro': 0.0, 'sat': 0.0, 'sod': 1.7361111111111112, 'sug': 11.889880952380953}, {'fat': 2.0400000000000005, 'nrg': 36.0, 'pro': 2.2800000000000002, 'sat': 0.132, 'sod': 660.0, 'sug': 0.6000000000000001}, {'fat': 0.0, 'nrg': 3.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.0, 'sug': 0.06}, {'fat': 0.04125, 'nrg': 14.5, 'pro': 0.12375, 'sat': 0.003125, 'sod': 0.625, 'sug': 3.82625}, {'fat': 2688.0, 'nrg': 23808.0, 'pro': 0.0, 'sat': 197.952, 'sod': 0.0, 'sug': 0.0}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'green'}","{'energy': 849.7497886058817, 'fat': 95.58390742622568, 'protein': 0.08540999178957512, 'salt': 0.05892633078889592, 'saturates': 7.038427340559767, 'sugars': 0.5818763224910511}","['1', '12', '1', '2', '12']","['tablespoon', 'teaspoon', 'tablespoon', 'tablespoon', 'cup']","[19.841269841269842, 60.0, 14.9, 31.625, 2688.0]"
