Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
Banana Muffins,"['wheat flour, white, all-purpose, unenriched', 'wheat flour, white, all-purpose, unenriched', 'sugars, granulated', 'leavening agents, baking soda', 'salt, table', 'bananas, raw', 'oil, olive, salad or cooking', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'vinegar, distilled', 'water, bottled, generic', 'egg substitute, powder']","['Preheat oven to 325 degrees.', 'Mix together flour, sugar, baking soda and salt in large bowl.', 'In separate smaller bowl, mix together mashed bananas, oil, and egg replacer.', 'Mix wet and dry ingredients.', 'Add egg replacer and mix well.', 'Fill muffin cups almost full.', 'Bake 30-35 minutes or until toothpick inserted comes out clean.']","[{'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 41.82, 'nrg': 15470.0, 'pro': 438.94, 'sat': 6.596, 'sod': 68.0, 'sug': 11.56}, {'fat': 0.0, 'nrg': 9216.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2413.44}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1259.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 0.74, 'nrg': 200.0, 'pro': 2.45, 'sat': 0.252, 'sod': 2.0, 'sug': 27.52}, {'fat': 2592.0, 'nrg': 22848.0, 'pro': 0.0, 'sat': 357.88800000000003, 'sod': 0.0, 'sug': 0.0}, {'fat': 30.810000000000002, 'nrg': 1326.0, 'pro': 106.86000000000001, 'sat': 20.085, 'sod': 1391.0, 'sug': 164.97}, {'fat': 0.0, 'nrg': 1.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.003333333333333333}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.5, 'sug': 0.0}, {'fat': 0.8057291666666666, 'nrg': 27.51875, 'pro': 3.43984375, 'sat': 0.23341354166666664, 'sod': 49.58333333333333, 'sug': 1.3511458333333333}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 382.72425104806683, 'fat': 20.6057398766541, 'protein': 4.3615402739450015, 'salt': 0.5923941146356296, 'saturates': 2.97604841683132, 'sugars': 20.233230166877952}","['1', '34', '12', '1', '12', '1', '12', '13', '1', '5', '3 1/2']","['cup', 'cup', 'cup', 'teaspoon', 'teaspoon', 'cup', 'cup', 'cup', 'teaspoon', 'tablespoon', 'teaspoon']","[125.0, 4250.0, 2419.2000000000003, 4.6, 72.0, 225.0, 2592.0, 3172.0, 4.966666666666667, 74.0, 6.197916666666666]"
Hoe Cakes,"['cornmeal, degermed, unenriched, yellow', 'salt, table', 'water, bottled, generic', 'oil, olive, salad or cooking']","['In a large bowl, measure the corn meal and salt.', 'Pour the boiling water over the corn meal and stir it up.', 'The corn meal will swell up, absorbing the water, and making a very thick mash.', 'Heat the oil in a large skillet over medium high heat.', 'You can use as little as two tablespoons of oil per panful, but it is a little easier to use 4-5 tablespoons of oil for each panful.', 'Use your waistline and frying skill as the final judge.', 'Now scoop up a little of the corn meal mush (about 1/4 cup) and shape it into a patty.', ""It will still be warm from the boiling water, so don't burn your self."", 'Plop the patty into the hot fat and get it to frying.', 'Make some more, unti you have a panful.', 'When the underside is crispy brown, turn them and cook the other side.', 'When both sides are crispy and brown, transfer them to a plate to keep warm, and start another batch.']","[{'fat': 5.5, 'nrg': 1162.0, 'pro': 22.32, 'sat': 0.69, 'sod': 22.0, 'sug': 5.06}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 16.0, 'sug': 0.0}, {'fat': 121.5, 'nrg': 1071.0, 'pro': 0.0, 'sat': 16.776, 'sod': 0.0, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 244.01704731723308, 'fat': 13.878264670527809, 'protein': 2.43907769642662, 'salt': 0.6455578625286853, 'saturates': 1.9086438640585728, 'sugars': 0.5529450333296907}","['2', '1', '2', '4-5']","['cup', 'teaspoon', 'cup', 'tablespoon']","[314.0, 6.0, 473.6, 121.5]"
Russian Dressing,"['salad dressing, mayonnaise, regular', 'yogurt, greek, plain, nonfat', 'catsup', 'vinegar, cider', 'spices, pepper, black']","['In a medium bowl, whisk together all ingredients.', 'Stir in desired additions.', 'Cover and refrigerate until serving, up to 1 week.', 'Stir before using.', 'Variations Season this recipe to your liking with any or all of the following: 2 tablespoons sweet or dill pickle relish; 2 tablespoons minced celery, red onion, or shallots; 2 tablespoons chopped fresh parsley or peeled, seeded, and grated cucumber; 1 tablespoon chopped fresh tarragon.']","[{'fat': 123.96000000000001, 'nrg': 1128.0, 'pro': 1.56, 'sat': 19.38, 'sod': 1056.0, 'sug': 0.96}, {'fat': 0.7166250000000001, 'nrg': 108.4125, 'pro': 18.724124999999997, 'sat': 0.2149875, 'sod': 66.14999999999999, 'sug': 5.953500000000001}, {'fat': 0.16, 'nrg': 136.0, 'pro': 1.44, 'sat': 0.016, 'sod': 1232.0, 'sug': 28.96}, {'fat': 0.0, 'nrg': 6.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.0, 'sug': 0.12}, {'fat': 0.052500000000000005, 'nrg': 4.5, 'pro': 0.18, 'sat': 0.024, 'sod': 0.0, 'sug': 0.007500000000000001}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'orange'}","{'energy': 267.55259975816205, 'fat': 24.162345828295038, 'protein': 4.237799274486094, 'salt': 1.1396130592503022, 'saturates': 3.7987883917775087, 'sugars': 6.965126964933494}","['3/4', '3/4', '1/2', '2', '3/4']","['cup', 'cup', 'cup', 'tablespoon', 'teaspoon']","[165.60000000000002, 183.75, 136.0, 29.8, 1.7249999999999999]"
Sweet Temptations Snack Mix,"['oil, corn, peanut, and olive', 'nuts, almonds', 'raisins, seeded', 'raisins, seeded', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966']","['Mix together all ingredients.', 'Store in an airtight container.', ""The measurements don't have to be exact, as long as there are fairly equal amounts of all ingredients.""]","[{'fat': 2688.0, 'nrg': 23808.0, 'pro': 0.0, 'sat': 386.112, 'sod': 0.0, 'sug': 0.0}, {'fat': 856.8000000000001, 'nrg': 9936.0, 'pro': 362.88, 'sat': 65.244, 'sod': 12.0, 'sug': 74.64}, {'fat': 10.68, 'nrg': 5856.0, 'pro': 49.92, 'sat': 3.5279999999999996, 'sod': 552.0, 'sug': 0.0}, {'fat': 10.68, 'nrg': 5856.0, 'pro': 49.92, 'sat': 3.5279999999999996, 'sod': 552.0, 'sug': 0.0}, {'fat': 560.0699999999999, 'nrg': 9807.0, 'pro': 140.07, 'sat': 350.07000000000005, 'sod': 0.0, 'sug': 1119.93}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'orange'}","{'energy': 528.125, 'fat': 39.432626146788984, 'protein': 5.760607798165137, 'salt': 0.026662844036697247, 'saturates': 7.726318807339451, 'sugars': 11.415997706422019}","['12', '12', '12', '12', '12']","['cup', 'cup', 'cup', 'cup', 'cup']","[2688.0, 1716.0, 1980.0, 1980.0, 2100.0]"
Roux,"['wheat flour, white, all-purpose, unenriched', 'oil, olive, salad or cooking']","['In a black iron skillet, heat the oil over medium high heat until it registers approximately 300 degrees on a deep fat fryer thermometer, approximately 300 degrees.', 'Using a wire whisk , slowly add the flour, stirring constantly until the roux is nutty colored.', 'At this point, the roux is ideal for thickening a light seafood gumbo.', '(Recipe Below) Continue to cook this roux over medium heat and you will begin to see it change in color, getting darker and more aromatic.', ""Make sure you constantly stir it so it doesn't burn.""]","[{'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 216.0, 'nrg': 1904.0, 'pro': 0.0, 'sat': 29.824, 'sod': 0.0, 'sug': 0.0}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'green'}","{'energy': 691.7888563049853, 'fat': 63.703812316715535, 'protein': 3.785923753665689, 'salt': 0.001466275659824047, 'saturates': 8.802932551319648, 'sugars': 0.09970674486803519}","['1', '1']","['cup', 'cup']","[125.0, 216.0]"
Halloween Monster Mash Dip,"['cheese, cottage, creamed, large or small curd', 'yogurt, greek, plain, nonfat', 'vinegar, distilled', 'onions, raw', 'cheese, parmesan, hard', 'chives, raw', 'dill weed, fresh', 'spices, pepper, black']","['Put all in food processor and process until smooth.', 'Refrigerate at least 1 hour prior to serving.', 'Serve with assorted veggies.']","[{'fat': 40.635, 'nrg': 927.0, 'pro': 105.075, 'sat': 16.236, 'sod': 3438.0, 'sug': 25.245}, {'fat': 12.4215, 'nrg': 1879.1499999999999, 'pro': 324.5515, 'sat': 3.7264500000000003, 'sod': 1146.6, 'sug': 103.19400000000002}, {'fat': 0.0, 'nrg': 9.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.03}, {'fat': 0.03, 'nrg': 12.0, 'pro': 0.33, 'sat': 0.0125625, 'sod': 1.125, 'sug': 1.27125}, {'fat': 7.200699929689407, 'nrg': 108.28120195021664, 'pro': 9.961870579419932, 'sat': 4.5748807823966535, 'sod': 384.3982669232691, 'sug': 0.21656240390043327}, {'fat': 0.02, 'nrg': 1.0, 'pro': 0.1, 'sat': 0.004, 'sod': 0.0, 'sug': 0.06}, {'fat': 0.029166666666666664, 'nrg': 1.1666666666666665, 'pro': 0.09041666666666666, 'sat': 0.0014583333333333332, 'sod': 1.458333333333333, 'sug': 0.0}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.44799999999999995, 'sod': 0.0, 'sug': 0.13999999999999999}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 70.75714835533054, 'fat': 1.4358532923688336, 'protein': 10.384765986247276, 'salt': 0.2910504244323971, 'saturates': 0.5855067208081284, 'sugars': 3.047898921419121}","['4 1/2', '13', '3', '3', '3', '1', '14', '14']","['cup', 'cup', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'teaspoon', 'teaspoon']","[945.0, 3185.0, 44.7, 30.0, 27.882409502180785, 3.0, 2.595833333333333, 32.199999999999996]"
Breakfast Rice,"['rice, white, long-grain, regular, unenriched, cooked without salt', 'apple juice, canned or bottled, unsweetened, without added ascorbic acid', 'water, bottled, generic', 'raisins, seeded', 'spices, cinnamon, ground']","['Combine all of the ingredients in a saucepan.', 'Bring to a boil, cover, reduce the heat, and cook for 40 minutes.', 'Let rest for 10 minutes before serving.', 'This may also be made in a slow cooker overnight.', 'Combine all of the ingredients and cook on low for 8 to 10 hours.', 'Serve with Blueberry sauce.']","[{'fat': 0.44, 'nrg': 205.0, 'pro': 4.25, 'sat': 0.122, 'sod': 2.0, 'sug': 0.08}, {'fat': 0.32, 'nrg': 114.0, 'pro': 0.25, 'sat': 0.055, 'sod': 10.0, 'sug': 23.86}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.445, 'nrg': 244.0, 'pro': 2.08, 'sat': 0.147, 'sod': 23.0, 'sug': 0.0}, {'fat': 0.014999999999999998, 'nrg': 3.0, 'pro': 0.05, 'sat': 0.0045, 'sod': 0.0, 'sug': 0.029999999999999995}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 77.89705477566751, 'fat': 0.16790531241398296, 'protein': 0.9124690338563172, 'salt': 0.01479493531516653, 'saturates': 0.04521056977704376, 'sugars': 3.298926507018993}","['1', '1', '1', '1/2', '1/2']","['cup', 'cup', 'cup', 'cup', 'teaspoon']","[158.0, 248.0, 236.8, 82.5, 1.3]"
Exfoliating Sugar Scrub,"['sugars, granulated', 'yogurt, greek, plain, nonfat', 'honey']","['Combine ingredients and apply to face for 10 minutes.', 'Rinse well with water and pat dry.', 'Mask should be applied up to 3 times a week.', 'The yogurt in this recipe is an exfoliating agent, and the honey helps moisturize any skin type.']","[{'fat': 0.0, 'nrg': 16.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 4.19}, {'fat': 0.05971875, 'nrg': 9.034374999999999, 'pro': 1.56034375, 'sat': 0.017915625, 'sod': 5.5125, 'sug': 0.4961250000000001}, {'fat': 0.0, 'nrg': 300.7083333333333, 'pro': 0.2975, 'sat': 0.0, 'sod': 4.083333333333333, 'sug': 81.19708333333332}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 275.14957941787213, 'fat': 0.05044345898004435, 'protein': 1.569290465631929, 'salt': 0.020263611727026364, 'saturates': 0.015133037694013305, 'sugars': 72.54415232464014}","['1', '1', '14']","['teaspoon', 'tablespoon', 'teaspoon']","[4.2, 15.3125, 98.87499999999999]"
Four Grain Bread,"['water, bottled, generic', 'honey', 'salt, table', 'wheat flours, bread, unenriched', 'wheat flour, white, all-purpose, unenriched', 'wheat flour, white, all-purpose, unenriched', 'cornmeal, degermed, unenriched, yellow', ""leavening agents, yeast, baker's, active dry""]","['In bread machine pan, place all ingredients in order suggested by manufacturer.', 'Select basic bread setting.', 'Choose crust color and loaf size if available.', 'Bake according to bread machine directions (check dough after 5 minutes of mixing; add 1 to 2 tablespoons of water or flour if needed).']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 12.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 12372.0, 'pro': 12.24, 'sat': 0.0, 'sod': 168.0, 'sug': 3340.68}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3487.5, 'sug': 0.0}, {'fat': 4.54, 'nrg': 990.0, 'pro': 32.82, 'sat': 0.668, 'sod': 6.0, 'sug': 0.84}, {'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 41.82, 'nrg': 15470.0, 'pro': 438.94, 'sat': 6.596, 'sod': 68.0, 'sug': 11.56}, {'fat': 93.5, 'nrg': 19754.0, 'pro': 379.44, 'sat': 11.729999999999999, 'sod': 374.0, 'sug': 86.02}, {'fat': 0.6749999999999999, 'nrg': 29.25, 'pro': 3.6450000000000005, 'sat': 0.09, 'sod': 4.5, 'sug': 0.0}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 340.09959662327935, 'fat': 0.9825549964652553, 'protein': 6.099132254889729, 'salt': 0.07142263068158189, 'saturates': 0.13361334054143967, 'sugars': 23.838316629933047}","['1 1/2', '12', '1 1/2', '2', '1', '34', '34', '2 1/4']","['cup', 'cup', 'teaspoon', 'cup', 'cup', 'cup', 'cup', 'teaspoon']","[355.20000000000005, 4068.0, 9.0, 274.0, 125.0, 4250.0, 5338.0, 9.0]"
Brown Sugar-Cinnamon Butter,"['butter, without salt', 'sugars, brown', 'spices, cinnamon, ground']","['Beat butter, brown sugar, and cinnamon together in a bowl with an electric mixer until creamy and smooth.']","[{'fat': 92.16, 'nrg': 816.0, 'pro': 0.96, 'sat': 57.352, 'sod': 16.0, 'sug': 0.08}, {'fat': 0.0, 'nrg': 132.0, 'pro': 0.0, 'sat': 0.0, 'sod': 12.0, 'sug': 34.92}, {'fat': 0.007499999999999999, 'nrg': 1.5, 'pro': 0.025, 'sat': 0.00225, 'sod': 0.0, 'sug': 0.014999999999999998}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 631.9467554076539, 'fat': 61.34276206322795, 'protein': 0.6555740432612313, 'salt': 0.04658901830282861, 'saturates': 38.17254575707154, 'sugars': 23.304492512479204}","['1/2', '1/4', '1/4']","['cup', 'cup', 'teaspoon']","[113.6, 36.0, 0.65]"
Blue Ribbon Burgers,"['beef, grass-fed, ground, raw', 'sauce, worcestershire', 'salt, table', 'spices, garlic powder', 'spices, pepper, black', 'cheese, parmesan, hard', 'cheese, blue', 'mushrooms, white, raw']","['Mix meat, Worcestershire sauce and seasonings.', 'Shape the mixture into 12 thin patties, each about 4-inches in diameter.', 'Mix the cream cheese and the blue cheese.', 'Top each of 6 patties with the cheese mixture, spreading to within 1/2 inch of the edge; press the mushrooms into the cheese.', 'Cover each patty with one of the remaining patties, sealing the edges firmly.', 'Broil or grill the patties 4-inches from the heat, turning once, until the desired doneness is reached and cheese is melted, about 10 to 15 minutes.']","[{'fat': 115.4845232, 'nrg': 1796.22432, 'pro': 176.1751328, 'sat': 48.3982664, 'sod': 616.88512, 'sug': 0.0}, {'fat': 0.0, 'nrg': 8.666666666666666, 'pro': 0.0, 'sat': 0.0, 'sod': 111.33333333333333, 'sug': 1.14}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.005, 'nrg': 2.5, 'pro': 0.1275, 'sat': 0.002, 'sod': 0.5, 'sug': 0.02}, {'fat': 0.0175, 'nrg': 1.5, 'pro': 0.05999999999999999, 'sat': 0.008, 'sod': 0.0, 'sug': 0.0025}, {'fat': 21.968027549999995, 'nrg': 333.39011999999997, 'pro': 30.404838749999996, 'sat': 13.956458849999999, 'sod': 1170.2673599999998, 'sug': 0.6803879999999999}, {'fat': 8.824917958942656, 'nrg': 108.28120195021664, 'pro': 6.56905958497981, 'sat': 5.7280755831664605, 'sod': 351.9139063382041, 'sug': 0.16242180292532496}, {'fat': 0.38555320000000004, 'nrg': 24.94756, 'pro': 3.5039981999999994, 'sat': 0.056699, 'sod': 5.6699, 'sug': 2.2452803999999995}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'red', 'sugars': 'green'}","{'energy': 197.52801160396186, 'fat': 12.733189986723417, 'protein': 18.82306870447616, 'salt': 0.7419897764712136, 'saturates': 5.915788535794013, 'sugars': 0.36897692359271467}","['2', '2', '1/2', '1/4', '1/4', '3', '2', '4']","['pound', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'ounce', 'tablespoon', 'ounce']","[907.184, 11.333333333333332, 3.0, 0.775, 0.575, 85.04849999999999, 30.679673885894715, 113.398]"
"Chef Joey's Oatmeal, Fruit & Nut Bars","['margarine, regular, 80% fat, composite, stick, without salt', 'sugars, brown', 'oats', 'wheat flour, white, all-purpose, unenriched', 'nuts, hazelnuts or filberts', 'raisins, seeded', 'jams and preserves, apricot']","[""Preheat oven to 375'F."", 'Lightly spray a 8x8 inch square baking dish with oil.', 'Cream the margarine and brown sugar together until well blended.', 'Stir in the oats, flour and toasted chopped hazelnuts.', 'Mix well.', 'Remove one cup of this mixture and set aside.', 'Press the remaining mixture into the bottom of your prepared pan.', 'Try to get it as even as you can.', 'Mix the raisins and preserves well.', 'Spread this mixture on top of the oat mixture leaving a 1 inch border around the edges without any raisin mixture.', 'Sprinkle the reserved oat mixture on top of the fruit and press down lightly.', 'Bake for 25-30 minutes until the top is golden.', 'Cool these for about 10 minutes.', 'Then, with a wet, sharp knife cut the squares into 16 pieces.', 'Dip the knife in water every time you cut, this is sticky.', 'Let the squares cool and cut again before removing.', 'These are delicious warm or cold and would be great with a dollop of non-dairy whipping cream or some vanilla soy ice cream.', 'Bon Appetit!']","[{'fat': 2200.32, 'nrg': 19584.0, 'pro': 3.84, 'sat': 414.144, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 12144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1104.0, 'sug': 3212.6400000000003}, {'fat': 16.14, 'nrg': 910.5, 'pro': 39.525000000000006, 'sat': 2.8485, 'sod': 4.5, 'sug': 0.0}, {'fat': 14.76, 'nrg': 5460.0, 'pro': 154.92000000000002, 'sat': 2.3280000000000003, 'sod': 24.0, 'sug': 4.08}, {'fat': 69.86, 'nrg': 722.0, 'pro': 17.19, 'sat': 5.134, 'sod': 0.0, 'sug': 4.99}, {'fat': 0.89, 'nrg': 488.0, 'pro': 4.16, 'sat': 0.294, 'sod': 46.0, 'sug': 0.0}, {'fat': 7.68, 'nrg': 9216.0, 'pro': 26.880000000000003, 'sat': 0.384, 'sod': 1536.0, 'sug': 1666.56}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 408.02949783054726, 'fat': 19.421227002119, 'protein': 2.0728784770105277, 'salt': 0.05706375500319532, 'saturates': 3.5748250983821603, 'sugars': 41.10415054993105}","['12', '23', '1 1/2', '12', '1', '1', '12']","['cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'cup']","[2726.3999999999996, 3312.0, 234.0, 1500.0, 115.0, 165.0, 3840.0]"
Lemon Shrimp Cocktail Sauce,"['salad dressing, mayonnaise, regular', 'horseradish, prepared', 'onions, raw', 'mustard, prepared, yellow', 'lemon juice, raw']","['Combine all ingredients and chill before serving.', 'Serve with cold shrimp, crab claws, or raw oysters.']","[{'fat': 61.980000000000004, 'nrg': 564.0, 'pro': 0.78, 'sat': 9.69, 'sod': 528.0, 'sug': 0.48}, {'fat': 0.09, 'nrg': 6.0, 'pro': 0.18, 'sat': 0.012, 'sod': 63.0, 'sug': 1.2000000000000002}, {'fat': 0.0016666666666666666, 'nrg': 0.6666666666666666, 'pro': 0.018333333333333333, 'sat': 0.0006979166666666667, 'sod': 0.0625, 'sug': 0.070625}, {'fat': 0.17, 'nrg': 3.0, 'pro': 0.18999999999999997, 'sat': 0.011, 'sod': 55.0, 'sug': 0.05}, {'fat': 0.07375, 'nrg': 6.75, 'pro': 0.10625, 'sat': 0.01225, 'sod': 0.25, 'sug': 0.76875}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'red', 'sugars': 'green'}","{'energy': 430.0444554210915, 'fat': 46.170968140281545, 'protein': 0.9443689799950602, 'salt': 1.1971705976784388, 'saturates': 7.206185169177573, 'sugars': 1.9037107927883423}","['6', '1', '1/2', '1', '2']","['tablespoon', 'tablespoon', 'teaspoon', 'teaspoon', 'tablespoon']","[82.80000000000001, 15.0, 1.6666666666666665, 5.0, 30.5]"
Nana Martins Strawberry Jam,"['strawberries, raw', 'sugars, granulated']","['1.', 'Put a small plate in the freezer.', '2.', 'Place strawberries in a large stockpot set over medium to high heat on stove.', '3.', 'Using a wooden spoon, mix 1/4 cup sugar into the berries.', '4.', 'Cook over medium heat, stirring occasionally, until strawberries are juicy.', 'This will take approximately 5 to 6 minutes.', '5.', 'Stir in 1/3 of the remaining sugar until dissolved.', '6.', 'Then repeat until all of the sugar has been added and dissolved.', 'This will take approximately 7 minutes total.', '7.', 'Bring mixture to a full boil.', 'Cook, stirring occasionally for approximately 10 minutes.', '8.', 'Continue boiling and use a stainless-steel spoon to remove foam from surface.', '9.', 'Boil until most of the liquid is absorbed, the mixture thickens, and temperature registers 220 F on a candy thermometer, approximately 30 minutes.', 'Mama Debs tip to perform a gel test: Place a spoonful of jam on the chilled plate that you had in the freezer then quickly return it to the freezer.', 'Wait 1 to 2 minutes.', 'Remove plate from freezer, and gently press jam with a fingertip.', 'It should wrinkle slightly.', 'Once the jam passes the gel test, remove from heat.', 'If it doesnt, then cook it a bit longer and try the test again.', '10.', 'Pour warm jam into jars (or any airtight containers), seal them, label them and refrigerate up to 4 months.', 'Enjoy!']","[{'fat': 5.443104, 'nrg': 580.59776, 'pro': 12.1562656, 'sat': 0.2721552, 'sod': 18.14368, 'sug': 88.7225952}, {'fat': 0.0, 'nrg': 3840.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 1005.6000000000001}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 156.627263347657, 'fat': 0.19285592807174684, 'protein': 0.43071157269356797, 'salt': 0.0016071327339312238, 'saturates': 0.009642796403587341, 'sugars': 38.7732072925997}","['4', '5']","['pound', 'cup']","[1814.368, 1008.0000000000001]"
Clotted Cream,"['cream, whipped, cream topping, pressurized']","['You must use the NOT ultra-pasteurized whipping cream.', 'If it isnt pasteurized at all, that is even better.', 'Place the cream in a an oven-safe saucepan covered for 8-12 hours in a 180 degree oven.', 'You will know that the cream is ready when you notice that the skin has turned a yellowish color.', 'Remove from the oven and let it cool down for about an hour.', 'Stick the cooled down pot in the fridge for about 8 hours.', 'Then remove the top layer (clotted cream) from the pot and enjoy your clotted cream.', 'You can use the remaining cream for baking.', 'Note: Ive added 1 Tablespoon of powdered sugar and 1/2 teaspoon of vanilla as well.', 'It makes it even more heavenly but does loosen it up a bit.']","[{'fat': 26.66, 'nrg': 308.0, 'pro': 3.84, 'sat': 16.598, 'sod': 10.0, 'sug': 9.6}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'orange'}","{'energy': 256.6666666666667, 'fat': 22.21666666666667, 'protein': 3.2, 'salt': 0.020833333333333336, 'saturates': 13.831666666666667, 'sugars': 8.0}",['1'],['pint'],[120.0]
Honey Mustard Chicken,"['chicken, broiler or fryers, breast, skinless, boneless, meat only, raw', 'mustard, prepared, yellow', 'mustard, prepared, yellow', 'spices, pepper, black', 'honey']","['In bowl mix the Dijon mustard, honey, mustard seed and ground pepper.', 'Place chicken in shallow baking pan, brush each side of chicken with mustard mixture.', 'Bake at 375F for 30 minutes flip chicken over and bake 30 minutes or until chicken is fully cooked.']","[{'fat': 35.6523312, 'nrg': 1632.9311999999998, 'pro': 306.1746, 'sat': 7.661168879999998, 'sod': 612.3492, 'sug': 0.0}, {'fat': 106.08, 'nrg': 1872.0, 'pro': 118.56000000000002, 'sat': 6.864, 'sod': 34320.0, 'sug': 31.200000000000003}, {'fat': 0.5100000000000001, 'nrg': 9.0, 'pro': 0.5700000000000001, 'sat': 0.033, 'sod': 165.0, 'sug': 0.15000000000000002}, {'fat': 0.8400000000000001, 'nrg': 72.0, 'pro': 2.88, 'sat': 0.384, 'sod': 0.0, 'sug': 0.12000000000000001}, {'fat': 0.0, 'nrg': 193.3125, 'pro': 0.19125, 'sat': 0.0, 'sod': 2.625, 'sug': 52.198125}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 82.39141858998109, 'fat': 3.119342698839324, 'protein': 9.339036265692249, 'salt': 1.9130392853534004, 'saturates': 0.3257547246382309, 'sugars': 1.8240515978140976}","['3', '13', '1', '12', '3']","['pound', 'cup', 'tablespoon', 'teaspoon', 'tablespoon']","[1360.7759999999998, 3120.0, 15.0, 27.599999999999998, 63.5625]"
