Name,Ingredients,Instructions
Boeuf Bourguignon,"['1 tablespoon extra-virgin olive oil', '8 ounces bacon, diced', '2 12 lbs beef chuck, cut into 1-inch cubes', 'kosher salt', 'fresh ground black pepper', '1 lb carrot, sliced diagonally into 1-inch chunks', '2 yellow onions, sliced', '2 teaspoons garlic, chopped (2 cloves)', '12 cup cognac (or good brandy)', '750 ml dry red wine (1 bottle. pick a good drinking wine like Burgundy)', '2 -2 12 cups beef broth', '1 tablespoon tomato paste', '1 teaspoon fresh thyme leave', '4 tablespoons unsalted butter, at room temperature, divided', '3 tablespoons all-purpose flour', '1 lb frozen small whole onions', '1 lb mushroom, stems discarded, caps thickly sliced', 'crusty bread (toasted or grilled)', '1 garlic clove, cut in half', '12 cup fresh flat-leaf parsley, chopped (optional)']","['Preheat oven to 250 degrees F.', 'Heat the olive oil in a large Dutch oven.', 'Add the bacon and cook over medium heat for 8 to 10 minutes, stirring occasionally, until the bacon is lightly browned.', 'Remove the bacon with a slotted spoon to a plate.', 'Dry the beef cubes with paper towels and then sprinkle them with salt and pepper.', 'In batches, in single layers, sear the beef in the hot oil for 3 to 5 minutes, turning to brown on all sides.', 'Remove the seared cubes to the plate with the bacon and continue searing until all the beef is browned.', 'Set aside.', 'Toss the carrots, onions, 1 T of the salt and 2 t of the pepper into the fat in the pot and cook over medium heat for 10 to 12 minutes, stirring occasionally, until the onions are lightly browned.', 'Add the garlic and cook for 1 more minute.', 'Add the Cognac (stand back and ignite with a match to burn off the alcohol).', 'Put the meat and the bacon back into the pot with any juices that have accumulated on the plate.', 'Add the wine plus enough beef broth to almost cover the meat.', 'Add the tomato paste and thyme.', 'Bring to a boil, cover the pot with a tight-fitting lid and put it in the oven for about 1 1/4 hours, or until the meat and veggies are very tender when pierced with a fork.', 'Remove from the oven and put on top of the stove.', 'Combine 2 T of the butter and all of the flour with a fork and stir into the stew.', 'Add the frozen onions.', 'In a medium pan, saute the mushrooms in the remaining 2 T of butter over medium heat for 10 minutes, or until lightly browned, and then add to the stew.', 'Bring the stew to a boil, then lower the heat and simmer uncovered for 15 mintues.', 'Season to taste.', 'Rub each slice of bread on one side with the garlic.', 'For each serving, spoon the stew over a slice of bread and sprinkle with parsley.', 'Note: if the sauce is too thin, you can add more of the butter and flour mixture.']"
Breakfast Pizza,"['6 12 ounces pizza crust mix', '4 pieces low-fat breakfast sausage, cooked and crumbled', '1 cup low-fat cheddar cheese, shredded', '1 cup frozen hash browns, thawed', '12 cup egg white, slightly beaten', '3 tablespoons milk', '1 teaspoon salt', '12 teaspoon black pepper']","['Preheat oven to 375.', 'Prepare pizza crust according to package directions.', 'Sprinkle sausage over crust.', 'Sprinkle with hash browns and cheddar cheese.', 'In a mixing bowl, combine egg whites, milk, salt, and black pepper.', 'Pour over potatoes and cheddar cheese.', 'Bake for 20 minutes or until crust is golden brown.']"
Macrobiotic Umesho Bancha Paste,"['10 Umeboshi (without additives)', '70 ml Pure soy sauce', '1/2 tsp Juice from grated ginger']","['Remove the pit from the umeboshi.', 'Grate the ginger, then strain out the juice.', 'Put the umeboshi, soy sauce, and juice from the grated ginger In a blender or food processor, then process until smooth.', 'Store in a sterilized jar.', 'When making umesho-bancha tea, dissolve 1-2 teaspoons in a cup of 150-200 ml of sannen-bancha tea.', 'When experiencing stomach troubles, add a slurry made from kudzu (1 tablespoon kudzu powder dissolved in 1 tablespoon water), heat, then drink.']"
Curried Creamed Cabbage,"['12 head finely sliced cabbage', '1 tablespoon unsalted butter', '12 teaspoon curry powder', '14 teaspoon salt', '1 tablespoon flour', '18 teaspoon black pepper', '12 cup milk']","['Place cabbage in saucepan and cover with at least 1"" water.', 'Bring to a boil and simmer 5 minutes.', 'Drain cabbage.', 'In a skillet, melt butter over lowheat, and add curry powder, flour, salt, and pepper.', 'Cook, stirring, for 2 minutes; remove from heat.', 'Add milk slowly, while stirring to avoid lumping, and return to heat.', 'Bring to a boil, stirring constantly.', 'When thickened, stir cabbage into sauce and serve hot.']"
Spinach Salad with Goat Cheese and Walnuts,"['1 tablespoon red wine vinegar', '1 tablespoon minced shallot or red onion', '2 teaspoons Dijon mustard', '1/4 teaspoon kosher salt', 'Freshly ground black pepper', ""3 tablespoons quality walnut oil, (see Cook's Note)"", '8 cups baby spinach leaves, stems trimmed, washed, and dried', '1/2 cup whole or chopped toasted walnuts', '1/3 cup crumbled goat cheese']","['In a small bowl, combine the vinegar, shallot, mustard, salt, and pepper.', 'Gradually whisk in the oil to make a creamy dressing.', 'Put all but a large handful of the spinach in a large bowl.', 'Toss with most of the dressing.', 'Add remaining spinach and continue tossing until well coated.', 'Serve immediately topped with goat cheese and walnuts.', ""Cook's Note: If your walnut oil is very strong, use half walnut oil and extra-virgin olive oil.""]"
Roasted Turkey,"['1 (8 to 10 pound) turkey', 'Kosher salt and freshly ground black pepper', '1 medium onion, quartered', '1 head garlic, halved', 'Several sprigs fresh herbs, such as; thyme, parsley, rosemary, and sage', '2 bay leaves', '8 tablespoons unsalted butter (1 stick), melted', 'Serving Suggestions: Sage, Sausage and Apple Dressing, recipe follows', '16 -ounce bag stuffing cubes', '6 tablespoons unsalted butter, plus more for greasing the pan and topping', '1 pound fresh sage sausage, casing removed', '1 medium onion, chopped', '2 cooking apples, such as Gravenstein, Rome, or Golden Delicious, peeled, cored, and chopped', '1 to 2 ribs celery with leaves, chopped', '1/2 teaspoon kosher salt', '3 cups chicken broth, homemade or low-sodium canned', '1/4 cup chopped fresh flat-leaf parsley', '1/2 cup walnut pieces, toasted (See Note)', '2 eggs, beaten']","['Adjust a rack to lowest position and remove other racks.', 'Preheat oven to 325 degrees F. Remove turkey parts from neck and breast cavities and reserve for other uses, if desired.', 'Dry bird well with paper towels, inside and out.', 'Salt and pepper inside the breast cavity and stuff the onion, garlic, herbs, and bay leaves inside.', 'Set the bird on a roasting rack in a roasting pan; breast side up and brush generously with half the butter and season with salt and pepper.', 'Tent the bird with foil.', 'Roast the turkey for 2 hours.', 'Remove the foil and baste with the remaining butter.', 'Increase oven temperature to 425 degrees F and continue to roast until an instant read thermometer registers 165 degrees F in the thigh of the bird, about 45 minutes more.', 'Remove turkey form the oven and set aside to rest for 15 minutes before carving.', 'Carve and serve with dressing.', 'Preheat oven to 325 degrees F.', 'Put the stuffing cubes in a large bowl and set aside.', 'Butter a 3-quart casserole dish.', 'Melt 2 tablespoons of butter in a large skillet over medium-high heat.', 'Add the sausage and break up with a wooden spoon.', ""Cook until it loses most of its pink color, but not so much that it's dry, about 5 minutes."", 'Add the sausage and pan drippings to the stuffing cubes.', 'Melt the remaining butter in the pan.', 'Add the onion, apple, celery, and salt.', 'Cook until the vegetables get soft, about 5 minutes.', 'Add the broth and parsley and bring to a boil.', 'Pour the vegetable mixture over the stuffing cubes and toss until evenly moistened.', 'Mix in the walnuts and eggs.', 'Loosely pack the dressing in the prepared pan and cook uncovered until the top forms a crust, about 40 minutes.', 'Drizzle about 2 tablespoons of turkey pan drippings or melted butter over the top.', 'Cook until the top is crisp and golden, about 20 minutes more.', 'Set immediately or warm.', 'Yield: 8 to 10 servings', 'Prep Time: 20 minutes', 'Cook Time: 1 hour', 'Tips: Put the dressing in the oven during the last hour of cooking the turkey', 'Note: To toast nuts, spread them out on a baking sheet and toast in a 350 degree F oven until golden, about 7 minutes']"
Devils on Horseback Recipe,"['30 pitted prunes (about 8 ounces)', '1 cup tawny port', '1 tablespoon granulated sugar', '10 thin slices smoky bacon, cut crosswise into thirds', '30 toothpicks, soaked in water for at least 15 minutes']","['Heat the oven to 500 degrees F and arrange a rack in the middle.', 'Combine the prunes, port, and sugar in a medium saucepan.', 'Bring to a boil over high heat, stirring until the sugar has dissolved.', 'Reduce the heat to medium low and simmer, stirring occasionally, until the port thickens into a loose syrup, about 15 minutes.', 'Let cool slightly, for about 10 minutes, then drain the prunes of excess syrup or reserve syrup for other uses (for example, serve with seared meats or drizzle into a glass of seltzer or Champagne).', 'Line a rimmed baking sheet with aluminum foil, then set a cooling rack over the foil.', 'Wrap a piece of bacon around each prune and secure with a toothpick.', 'Place the prunes at least 1 inch apart on the cooling rack.', 'Bake for 7 minutes, then flip the prunes with tongs and continue to bake until crispy, about 7 to 9 minutes more.', 'Transfer to a paper-towel-lined plate to drain.', 'Cool slightly before serving.']"
Date Nut Krispies,"['14 lb oleo', '1 cup sugar', '2 eggs, beaten', '1 cup pitted dates, chopped', '1 teaspoon vanilla', '1 cup nuts, chopped', '1 cup coconut', '2 12 cups Rice Krispies', 'coconut, for rolling']","['Melt oleo in skillet over low heat.', 'Add sugar, eggs,and dates.', 'Stir about 10 minutes until fairly smooth and thick.', 'Remove from heat.', 'Add vanilla, nuts, 1 cup coconut, and Rice Krispies.', 'Mix well.', 'Remove by teaspoons and roll in coconut.', 'Put on wax paper and refrigerate.']"
Pecan Pie,"['34 cup dark corn syrup', '34 cup sugar', '12 teaspoon vanilla', '1 12 cups chopped pecans', '3 eggs', '1 (9 inch) frozen deep dish pie shell', '2 tablespoons melted butter']","['Mix all ingredients except pecans together.', 'Add pecans to mixture and pour into frozen pie crust.', 'Cook at 325 degrees for 55 to 60 minutes or until pie is just done.', 'Cover edges of pie crust with foil to prevent browning.', 'Let sit out on pie rack or counter top for 2 hours before serving.']"
Citrus Marinade,"['12 cup frozen orange juice concentrate', '1 garlic clove, smashed (more if you love garlic)', '2 tablespoons oil', '14 cup lemon juice', '2 tablespoons orange rind', '12 teaspoon salt']","['Mix all ingredients together and marinate fish or chicken.', 'Cook meat as desired until done.', 'Enjoy.']"
Bacon-Onion Cheesecake,"['23 cup stone-ground wheat crackers crumbs', '13 cup walnuts finely chopped', '2 tablespoons butter softened', '8 slices bacon', '1/2 cup onions chopped', '1 tablespoon bacon drippings', '24 ounces cream cheese softened', '3 large eggs beaten', '1/2 teaspoon cayenne pepper', '1/4 teaspoon garlic powder', '1 x parsley sprigs', '1 x carrots shredded', '1 x carrots curl']","['Combine cracker crumbs, walnuts & butter until well blended.', 'Press crumbs evenly on bottom of springform pan.', 'Bake in pre-heated 350?F oven 10 minutes.', 'Cool on rack.', 'Fry bacon until crisp, then crumble.', 'Saute onion in drippings until tender and set aside.', 'Beat cream cheese.', 'Gradually add eggs, garlic powder & cayenne.', 'Beat until smooth.', 'Stir in bacon and onions.', 'Spoon mixture into pan.', 'Spread level.', 'Bake 45 to 60 minutes or until cheesecake is almost set and cracks on top.', 'Cool completely.', 'Store in refrigerator covered with plastic wrap.', 'Just before serving at room temp., remove sides of pan.', 'Garnish with circle of shredded carrot to edge.', 'Place carrot curl in center with sprig of parsley.', 'Serve with crackers or carrot slices.']"
Cheese Babka,"['Dough:', '1 (.25 ounce) package active dry yeast', '1 pinch white sugar', '1/4 cup warm water (110 degrees F/45 degrees C)', '1/2 cup butter, melted', '1/4 cup white sugar', '1 1/2 teaspoons salt', '2 teaspoons vanilla extract', '3/4 cup lukewarm milk', '3 eggs', '4 cups all-purpose flour, divided', 'Filling:', '1 1/2 cups farmers cheese', '1/3 cup white sugar', '1 1/2 tablespoons sour cream', '1 egg', '1 teaspoon vanilla extract', '1/2 teaspoon dried lemon peel', '2 tablespoons butter, melted']","['Sprinkle the yeast and the pinch of sugar over the warm water; stir to dissolve.', 'Let stand until foamy, about 10 minutes.', 'Combine the 1/2 cup butter, 1/4 cup sugar, salt, 2 teaspoons of vanilla, milk, and 3 eggs in a bowl with 1 cup of flour and mix well.', 'Add the yeast mixture and beat for 1 minute.', 'Gradually add the remaining flour to form a soft dough.', 'Turn the dough onto a lightly floured surface and knead until smooth and elastic, adding small amounts of flour as necessary to prevent sticking.', 'Shape the dough into a round, and place it in a greased bowl, turning to coat.', 'Cover with plastic wrap and let the dough rise at room temperature until doubled in size, about 1 1/2 hours.', ""Beat together the farmers' cheese, 1/3 cup sugar, sour cream, 1 egg, 1 teaspoon vanilla extract, and dried lemon peel in a bowl until smooth."", 'Set the filling aside.', 'Lightly oil a 10-inch fluted tube pan (such as a Bundt).', 'Turn the dough onto a lightly floured surface and pat into a 10-inch by 12-inch rectangle.', 'Brush the dough with the 2 tablespoons of melted butter.', 'Spread the cheese filling evenly over the dough.', 'Roll the dough up like a jelly roll, starting from the long end; twist the dough 6 to 8 times to form a rope.', 'Pinch the seams and ends closed and arrange the rope of dough in the greased pan.', 'Cover loosely and let rise 1 hour.', 'Preheat an oven to 350 degrees F (175 degrees C).', 'Bake the babka until deep golden brown, 40 to 45 minutes.', 'Remove from oven and let stand for 5 minutes; invert the babka onto a wire rack and remove the pan.', 'Allow the babka to cool for at least 2 hours before slicing.']"
Mitzi's Mom's Cookies,"['2 cups sugar', '1 cup shortening (half butter is great also)', '2 eggs', '2 tablespoons vanilla', '1 (15 1/4 ounce) can applesauce (about 1 3/4 cup)', '3 12 cups flour', '2 cups quick-cooking oats', '2 teaspoons baking soda', '1 teaspoon nutmeg', '2 teaspoons cinnamon', '12 teaspoon cardamom (marvelous) (optional)', '1 teaspoon salt', '6 ounces semi-sweet chocolate chips', '1 cup nuts (optional)']","['Preheat oven to 400F.', 'Cream together sugars and shortening.', 'Incorporate eggs, then vanilla and applesauce.', 'Stir in chocolate chips.', 'In separate bowl, combine other ingredients.', 'Combine the wet and the dry.', 'Drop by rounded tablespoons full onto greased cookie sheet.', 'Bake at 400F for 8 to 10 minutes, or until light golden brown.', 'Cool slightly before serving.']"
Easy Indian Curried Lamb,"['3 tablespoons canola oil', '1 onion, finely chopped', '4 cloves garlic, crushed', '1/2 teaspoon cumin seeds, or to taste', '1 pound lamb stew meat, cubed', '3 tablespoons tomato paste', '2 teaspoons ground coriander', '2 teaspoons salt, or to taste', '2 teaspoons garam masala', '1 1/2 teaspoons ground turmeric', '1 teaspoon red chile powder, or to taste']","['Heat canola oil in a saucepan over medium heat.', 'Cook and stir onion, garlic, and cumin seeds in the hot oil until onion is browned, 10 to 15 minutes.', 'Add lamb, tomato paste, coriander, salt, garam masala, turmeric, and red chile powder; stir to coat.', 'Cover saucepan and simmer until meat is tender and no longer pink in the center, about 1 hour.']"
Skillet Chicken N' Broccoli,"['1 teaspoon butter', '2 chicken breasts (or more if desired)', 'broccoli cheese soup', '13 cup water', '2 cups chopped broccoli']","['Heat butter in a skillet.', 'Once melted, add chicken and cook until chicken is slightly brown.', 'Add soup, water and broccoli and heat until it boils.', 'Cut stove down to low and cover.', 'Cook about 10 more minutes, until chicken is done.', 'When serving, ladle some of the soup on top along with broccoli.', 'Add salt and pepper to taste.']"
Beef Goulash,"['2 cups onions, chopped', '2 lbs lean stewing beef', '1 12 teaspoons salt (to taste)', '14 teaspoon ground black pepper', '2 teaspoons paprika', '12 green bell pepper, left whole', '1 12 cups carrots, peeled and sliced (about 4 carrots)', '4 medium potatoes, peeled and cut into 1-inch cubes', '1 cup water']","['Spray a large Dutch oven with nonstick cooking spray.', 'Add onions and brown over medium-high heat for 5 minutes.', 'Stir in beef, salt, pepper and paprika.', 'Place 1/2 bell pepper on top of meat mixture.', 'Bring mixture to a boil, reduce heat to low and simmer 1 1/2 hours.', 'Add remaining vegetables and 1 cup water and bring to a boil.', 'Reduce heat to medium-low and simmer until vegetables are tender, 20 to 30 minutes more.']"
Capellini With Tomato and Arugula (Rocket),"['2 tablespoons sea salt', '400 g capellini', '4 tablespoons extra virgin olive oil', '2 garlic cloves, peeled', '8 roma tomatoes, washed and diced', 'salt & fresh ground pepper', '1 bunch arugula, trimmed and washed (rocket)']","['Bring 5 litres water to boil, add salt and pasta cook until al dente.', 'Meanwhile heat olive oil in pan and fry garlic until lightly browned.', 'Add tomatoes and pinch of salt.', 'Cook 2 minutes on high heat.', 'Reduce heat and addrocket leaves and cook further 2 minutes.', 'Drain pasta reserving a little liquid.', 'Return pasta to saucepan, add liquid and stir through tomato sauce.', 'Season to taste and serve immediately.']"
