Name,Ingredients,Instructions
Easy Italian Dressing,"['1 tablespoon garlic salt', '1 tablespoon onion powder (tastes fine without it)', '2 tablespoons white sugar', '2 tablespoons dried oregano', '1 teaspoon ground black pepper', '1 teaspoon dried basil', '1 tablespoon dried parsley', '14 teaspoon celery salt or 14 teaspoon celery seed', '2 teaspoons salt', '14 cup white vinegar', '23 cup canola oil', '2 tablespoons water']","['1.', 'In a small bowl, mix all the dry ingredients and set aside.', '2.', 'To prepare dressing, whisk together the remaining wet ingredients and 2 tablespoons of the dry.', '3.', 'Store your remaining dry ingredients in an air tight container, in your spice cabinet and use whenever you need a refill.', 'I double the recipe which makes 16 oz.', 'or a regular dressing bottle full.', 'No need to refrigerate, you can use it right away but will taste better tomorrow.', 'If you want to opt out of the fancy bottle, use a left over dressing bottle, and I write the wet ingredient list right on the bottle -- saves me having to save the recipe!']"
Real Moroccan Chicken,"['14 cup olive oil', '8 chicken legs or 8 chicken thighs', '1 small onion, diced', '3 stalks celery, diced', '1 tablespoon turmeric', '1 teaspoon cumin', '1 teaspoon ground ginger', '1 teaspoon paprika', '2 teaspoons curry', '12 -16 ounces chicken broth', '3 baking potatoes, skinned, large dice', '1 -2 teaspoon salt, to taste', '2 teaspoons black pepper, to taste', '2 tablespoons fresh parsley, chopped', '2 tablespoons fresh cilantro, chopped']","['Put half olive oil in a dutch oven or 4 quart sauce pan.', 'Brown chicken on all sides until crispy in oil over about medium heat.', 'Remove chicken and place to side.', 'Put rest of olive oil in pan and add celery and onions.', 'Saute until translucent and fragrant.', 'Add all spices and roast over med-low heat for about 5 minute.', 'Pour in chicken broth and stir to dissolve spices.', 'Add potatoes and mix along with parsley and cilantro.', 'Place chicken pieces back into pot without stirring around and bring to boil.', 'As soon as the boil starts bring heat to lowest setting and simmer for 75 minutes covered.', 'Let stand off heat for 10 minutes to let flavors rest and sauce to thicken.', 'Serve on large platter with friends and pieces of french bread to dip in sauce and grab pieces of food.']"
Chicken Fajita Soup Ww,"['1 (26 2/3 ounce) package chicken, Tyson Fajitas from the freezer section', '1 (15 1/4 ounce) can whole kernel corn', '1 (14 1/2 ounce) can stewed tomatoes, with juice', '2 cups chicken broth']","['If you are on Weight Watchers, give the tortillas from the Fajitas package to the dog!', 'In a 6 qt pan or crock pot, put in the chicken broth, stewed tomatoes, corn and the packet of Fajitas veggies.', 'Take the packet of Fajitas chicken, open and cut the pieces into bite-sized pieces, about 3/4"" cubes.', 'Add the chicken to the pot.', 'Heat using the medium setting on stove for 15 minutes or 2 hours on low for the crockpot so the flavors can merge.', 'For non-Weight Watchers, add some shredded cheese and tortilla chips into each serving.', ""Either way, it's a yummy soup."", 'Enjoy!', 'Weight Watchers equivalent: 3 1/2 chicken breasts, 3 1/2 servings of the can of corn and can of tomatoes, 2 servings of chicken broth & 4 servings of the fajita vegetable mix (bell peppers and onions).']"
Tashkent Non (Uzbeki Bread),"['2 teaspoons active dry yeast', '2 cups lukewarm water', '1 12 teaspoons salt', '3 12-4 cups all-purpose flour', '1 cup whole wheat flour', 'milk, oil (optional) or lard (optional)', 'nigella seeds (optional) or sesame seeds (optional)']","['Dissolve the yeast in the water.', 'Add the flours and salt to make a soft dough.', ""Turn out and knead until it's smooth, but still a little sticky."", 'Let rise in a warm place for two hours, or until doubled.', 'Turn out and divide into 4 pieces.', 'Form each pieace into a flattened round.', ""Press in the center section of each round - you don't want it to rise as much."", 'Let rest, covered, on a lightly floured surface for about 20 minutes.', 'Preheat oven to 450 or 475 deg - if you have a pizza stone or quarry tiles, use those, otherwise use a cookie sheet.', 'Press down the center of each round again, and then press in a chekich, if you happen to have one, or prick the center area with a fork - the chekich makes a nice pattern - star shapes etc.', '- so why not use your fork to make a nice pattern, too?', 'Do this just before putting into the oven, so if your oven will not hold all four loaves at once, hold off on the ones that are staying on the counter.', 'Lightly brush the loaf with milk, oil or melted lard and sprinkle with nigella or sesame seeds.', 'Bake for about 15 minutes or until golden brown.', 'Best eaten hot or within a day or so.']"
Gorgonzola Sauce,"['2 tablespoons butter', '2 tablespoons all-purpose flour', '1 cup milk', '12 lb gorgonzola, crumbled']","['Heat butter in a saucepan.', 'Add the flour and cook together to forma roux.', 'DO NOT BROWN Add the milk and whisk together until smooth.', 'Bring to a simmer, stirringuntil thickened.', 'Add the Gorgonzola and stir until mixed very well but still lumpy.', 'About 2 minutes.', 'Remove from heat.', 'Serve.']"
Barbecued Spareribs,"['2 1/2 tablespoons sugar', '3 tablespoons paprika', '2 tablespoons ground cumin', '1 1/2 tablespoons black pepper', '1 tablespoon chili powder', '1 tablespoon salt', '2 full racks pork spareribs (each 3 lb), brisket flap and chine bone removed', '1 3/4 cups distilled white vinegar', '2 tablespoons sugar', '1 tablespoon Tabasco', '1 tablespoon salt', '1 1/2 teaspoons black pepper']","['Stir together sugar, spices, and salt and rub all over ribs to coat well, knocking off excess.', 'Put chips in foil and crimp tightly closed to form a packet.', 'Poke holes all over packet.', 'Stir together all sauce ingredients until sugar is dissolved.', 'Open vents two-thirds in lid and bottom of grill.', 'Light half a chimney of charcoal, then put on one side of bottom rack, mounding and banking against side.', 'Charcoal will be ready for cooking when it turns grayish white (10 to 15 minutes).', 'Temperature should be about 350F inside covered grill.', 'Add additional charcoal if necessary.', '(Temperature will gradually drop during cooking; the goal is to maintain a low, continuous heat, about 250F.)', 'Put wood-chip packet on coals, then arrange grill rack so that one hinged side is over the coals.', 'Oil rack lightly.', 'Arrange ribs on rack so that they do not extend over coals, then cover.', 'Cook ribs, covered until tender, about 4 hours.', 'Every 20 minutes, baste ribs with sauce, turn over and switch positions, and add about 8 pieces of charcoal to the mound.']"
Hot Artichoke and Bacon Spread,"['5 slices bacon', '1 cup mayonnaise', '14 teaspoon dill weed', '2 garlic cloves, minced', '12 cup parmesan cheese, shredded', '12 cup monterey jack cheese, shredded', '1 (14 ounce) can artichoke hearts, drained, rinsed, and chopped']","['Cook bacon, then set aside on paper towel to drain.', 'Combine mayonnaise,dill weed,and garlic.', 'Mix thoroughly.', 'Add both cheeses and mix again.', 'Crumble the bacon and add to mixture along with the chopped artichokes.', 'Mix thoroughly.', ""Spoon mixture into a baking dish and bake at 350 degrees for 30 minutes'.""]"
Chestnut Soup,"['2 cups chestnut puree (made from fresh, or dried and rehydrated, or bottled chestnuts or canned unsweetened puree, if you n)', '4 cups chicken stock or 4 cups turkey broth', '12 teaspoon ground nutmeg (try fresh grated!)', '14-12 teaspoon ground cayenne pepper, depending on degree of hotness desired', '1 cup whipping cream', 'salt', 'paprika, for garnish', 'minsed parsley, for garnish']","['Mix puree and stock in a large saucepan, and cook for 30 minutes over medium to medium-high heat, stirring occasionally.', 'Add nutmeg, cayenne, and cream, and stir well.', 'Do not let soup boil once the cream has been added, or it might curdle.', 'Serve in mugs, garnished with paprika and parsley.', 'TO MAKE PUREE: If chestnuts are fresh, cut an X in each one and then simmer in water to cover for 15 minutes or roast in the oven 15 to 20 minutes at 375F.', 'Peel chestnuts and puree, adding a bit of the stock if necessary.']"
"Leek, Green Pea and Potato Soup","['1 pound leeks, white part only, quartered lengthwise, sliced crosswise and washed well', '2 (12 -ounce) potatoes, peeled, quartered and sliced thin', '4 tablespoons unsalted butter', '5 cups chicken broth', '2 cups frozen green peas', '2 tablespoons fresh parsley, minced, plus parsley leaves for garnish', '2 tablespoons fresh mint leaves, chopped, or a pinch of dried, crumbled', 'Salt and pepper, to taste']","['In a large saucepan cook the leeks and the potato in the butter over moderately low heat, stirring occasionally, until the vegetables are softened and add the broth.', 'Bring the liquid to a boil and simmer the mixture, covered, for 10 to 15 minutes, or until the potato is very soft.', 'Stir in the peas, the parsley, and the mint, season the soup with salt and pepper to taste, and simmer it for 5 minutes.', 'In a blender or food processor puree the soup until it is smooth and divide it between 4 heated bowls.', 'Garnish with parsley.']"
Frozen Chocolate Bananas,"['2 ripe but firm bananas', '6 ounces dark chocolate, chopped, or semisweet chocolate chips', '2 tablespoons vegetable oil', '1/2 cup granola, chopped pecans and walnuts, or sprinkles (optional)']","['1.', 'Line a baking sheet with nonstick foil or parchment paper.', '2.', 'Cut the bananas in half and insert a Popsicle stick into each half, as shown.', 'Place them on the baking sheet and freeze for 15 minutes.', '3.', 'Meanwhile, melt the chocolate with the oil in a Pyrex measuring cup in the microwave (check it every 30 seconds) or in a half-full pan of simmering water (about 2 minutes).', 'Stir until smooth.', '4.', 'Roll each banana half in the chocolate, then quickly sprinkle with your topping (if using).', '5.', 'Freeze until the chocolate sets, 30 minutes.', 'Serve or freeze in an airtight container for up to a week.']"
Chocolaty Toffee,"['1 cup sugar', '1 cup chocolate chips (milk or semi)', '1 cup softened butter', '1 seperated egg', '1 34 cups all-purpose flour', '1 teaspoon cinnamon', '1 cup pecans, chopped']","['Preheat oven to 275.', 'Gease a 15x10x1 jellyroll pan.', 'Beat together the butter and sugar,beat until well mixed.', 'Add in egg yolk,beating until combined.', 'Slowly adding in flour and cinnamon,keep beating.', 'Press batter into pan.', 'With a fork,beat the egg white then brush over dough.', 'Sprinkle pecans and lightly press into the dough.', 'Bake 40-50 minutes or until edged lightly brown.', 'Sprinkle the chocolate chips,and leave to stand for around 3 minutes.', 'With a knife,swirl the chocolate chips.', 'Cut while warm into bars/triangles,etc.', 'Let cool before eating.']"
Oat and Cranberry Scones,"['1 cup whole wheat flour', '34 cup white whole wheat flour', '13 cup natural cane sugar', '14 teaspoon salt', '34 teaspoon baking soda', '1 teaspoon baking powder', '6 tablespoons unsalted butter, cold and cut into small pieces', '34 cup old fashioned oats', '13 cup dried cranberries', '1 teaspoon orange zest (zest from one orange ~ but you can use less, to taste)', '23 cup skim milk buttermilk', '1 large egg', '1 tablespoon skim milk']","['Preheat the oven to 375 and line a baking sheet with parchment paper.', 'Place the flour, sugar, salt, baking soda and baking powder in a large mixing bowl.', 'Whisk to combine.', 'Add the butter using a two knives or pastry blender.', 'Cut the butter in until it looks like coarse crumbs.', 'Add the oats, cranberries, and zest.', 'Mix together until combined.', 'Stir in the buttermilk just until the dough comes together.', 'Transfer dough to a lightly floured surface and knead four or five times.', 'Pat or roll the dough into a circle that is about 10 inches across (about 1 1/2 inches thick).', 'Cut the circle into 8 triangular sections (like slicing a pie or pizza).', 'Transfer the scones to the prepared baking sheet.', 'Make the egg wash by mixing the egg and milk together.', 'Brush some over the top of each scone.', 'There will be egg wash left over (we always use this to start a batch of scrambled eggs -- ).', 'Bake for about 15-18 minutes or until lightly browned and a toothpick inserted in the middle comes out clean.', 'Transfer to a wire rack to cool.']"
Mapled Ham,"['1 (4 pound) boneless ham', '1 (8 ounce) can pineapple slices, canned in syrup', '10 whole cloves', '2 cups water', '1 cup maple syrup', '1/4 cup brown sugar', '2 tablespoons honey', '2 tablespoons butter']","['Preheat oven to 350 degrees F (175 degrees C).', 'Prick the ham with a fork.', 'Place the pineapple slices on the ham, securing with toothpicks.', 'Press the cloves into the ham.', 'Place the ham in a baking dish with the water.', 'In a saucepan over low heat, melt the butter, and mix in the syrup, brown sugar, and honey until heated through.', 'Pour 1/2 the mixture over the ham.', 'Bake the ham 1 hour and 30 minutes in the preheated oven.', 'Baste frequently with the remaining butter and syrup mixture.', 'Remove the ham from heat, and drain pan drippings into a saucepan over medium heat.', 'Cook and stir until thickened, and serve with the ham.']"
Gluten Free Blueberry Boy Bait,"['23 cups Brown Rice Flour', '23 cups Sweet White Sorghum Flour', '23 cups Tapioca Flour', '1/2 teaspoons Xanthan Gum', '1 teaspoon Salt', '1 Tablespoon Baking Powder', '1 cup Butter, Softened', '3/4 cups Brown Sugar', '1/2 cups Sugar', '3 whole Large Eggs', '1 cup Buttermilk', '1 pint Fresh Blueberries, Divided Use (if Frozen, Do Not Defrost)', '1/4 cups Raw Sugar (or Plain White)*', '1 teaspoon Ground Cinnamon']","['For the cake: Preheat oven to 350 degrees F. Grease and flour a 9 x 13 baking pan.', 'Set aside.', 'In a small bowl, whisk the flours, xanthan gum, salt and baking powder for 90 seconds.', 'In a stand mixer, beat butter, brown sugar and 1/2 cup sugar on medium-high speed until fluffy and thick, about 2-3 minutes.', 'Add eggs, one at a time until incorporated.', 'Scrape down the bowl, reduce speed to medium and beat in one-third of the flour mixture until incorporated; beat in half of the buttermilk.', 'Beat in another third of the flour, then remaining buttermilk and finally the remaining flour.', 'Gently fold in 1/2 of the blueberries.', 'Spread batter into prepared pan.', 'For the topping:', 'Scatter blueberries over top of the batter.', 'Stir cinnamon and sugar in the raw together in a small bowl and sprinkle over batter.', 'Bake until a toothpick inserted in the center comes out clean, 45 to 50 minutes.', 'Cool in pan for 20 minutes, then turn out and place on serving platter.', 'Serve warm or at room temperature.', '*I used sugar in the raw because I wanted a little crunch on top.', 'This was great for the first day, but the crunch was gone by day 2.', 'Feel free to substitute with plain old sugar.']"
Blackened Catfish,"['1 pound Catfish Fillets', '2 Tablespoons Oil', '1 Tablespoon Garlic Powder', '1 Tablespoon Onion Powder', '2 teaspoons Thyme', '1 teaspoon Black Pepper', '1 teaspoon Cayenne Pepper', '1 teaspoon Paprika', '1 teaspoon Oregano', '1/2 teaspoons Salt']","['Place fish in a large Ziploc bag and drizzle with oil.', 'Let stand in the refrigerator for 30 minutes.', 'Combine herbs and spices in a shallow dish.', 'Heat a cast iron skillet till VERY hot.', '(Tip: Turn the skillet upside down over the heat for a few minutes to really crank it up.)', 'Turn vent fan to HIGH.', 'Drain oil from fish, then dip fish in seasoning and turn to coat evenly.', 'Cook fillets for 3 to 4 minutes per side, turning once.']"
Sweet Potato Pancakes,"['1 (1 pound) sweet potato', '2 cups rolled oats', '2 tablespoons olive oil (optional)', '1 tablespoon dark molasses (optional)', '4 eggs', '1 egg white', '2 teaspoons vanilla extract', '2 teaspoons ground cinnamon', '1 cup plain yogurt']","['Pierce the sweet potato a few times with a fork.', 'Wrap in a paper towel and cook in the microwave for 5 minutes at full power, or until tender.', 'Cool slightly, and remove the skin with a small knife.', 'Meanwhile, process the oats in a blender or food processor until powdery.', 'Transfer the oats to a large bowl.', 'Break the sweet potato into chunks, and place in the food processor.', 'Blend until smooth.', 'Transfer to the bowl with the oats, and stir in the olive oil, molasses, eggs, egg white, vanilla, cinnamon and yogurt.', 'Adjust the thickness to your liking by adding more yogurt if necessary.', 'Heat a lightly greased skillet over medium heat.', 'Pour 1/4 cupfuls of batter onto the skillet when hot, and cook until bubbles appear on the surface.', 'Flip, and cook on the other side until browned.', 'Continue with remaining batter.']"
Pomegranate Polenta Breakfast Bowl,"['1- 1/4 cup Dry Polenta (not Pre-cooked)', '6- 1/4 cups Vegetable Stock Or Water (or Per Polenta Package Instructions)', '1- 1/2 Tablespoon Olive Oil', '3/4 teaspoons Kosher Or Sea Salt (or More To Taste)', '1/4 teaspoons Ground Black Pepper, Or More To Taste', '8 ounces, weight Baby Spinach', '1/2 whole Pomegranate, Arils (seeds) Removed', '13 cups Pine Nuts Or Sunflower Seeds, Toasted', '10 leaves Fresh Basil, Torn (optional)']","['Make the polenta.', 'For traditional polenta (follow package instructions for quick cooking polenta), bring stock or water to a boil in a medium saucepan.', 'Slowly pour in dry polenta as you stir.', 'Let it come back to a boil about 15 to 30 seconds, then reduce heat to medium low, or until the polenta is barely bubbling.', 'Stir almost constantly until polenta is soft to the bite and thickened, but pourable, about 45 minutes.', 'Stir in olive oil, 1 1/4 teaspoons salt, and black pepper to taste.', 'Distribute amongst five resealable, microwavable containers.', 'Add enough water to a saucepan (the same one you used for the polenta, cleaned, to save dishes) that the steamer basket sits just above it.', 'Bring water, with empty steamer basket, to a boil over medium high.', 'Add spinach, cover, reduce heat to just below medium, and steam for 6 to 8 minutes, until beginning to wilt.', 'Turn off heat and uncover spinach after another minute.', 'Use tongs to distribute amongst the five containers, then sprinkle each with salt and pepper to season spinach.', 'Each day, reheat one bowl in the microwave at power level 7 or 8 until warm as desired.', 'Top with pine nuts and pomegranate arils, which are best stored in separate containers until serving.', 'Note: The recipe is vegan, gluten free, egg free, and can easily be made nut-free.', 'For a nut-free substitution, top bowls with toasted sunflower or pumpkin seeds.']"
Apple Maple Pecan Porridge,"['13 cup porridge oats', '23 cup water', '1 tablespoon wheat bran', '2 tablespoons skim milk', '1 tablespoon maple syrup', '12 cup apple, grated', '12 tablespoon pecans, chopped']","['Mix everything in a bowl except pecans.', 'Microwave for 60 - 90 seconds, maybe more if needed.', 'Stir in pecans and enjoy.']"
Au Gratin Potatoes,"['1 (2 pound) package frozen hash browns', '1 (10.75 ounce) can condensed cream of potato soup', '1 (10.75 ounce) can condensed cream of celery soup', '1 (8 ounce) container sour cream', '1 small finely diced onion', '1 green bell pepper, minced', '1 1/2 cups shredded Cheddar cheese']","['Preheat oven to 300 degrees F (150 degrees C).', 'Grease a 9x13 inch baking pan.', 'Spread frozen hash browns into the bottom of the prepared pan.', 'Mix together potato soup, celery soup, onion, green bell pepper and sour cream; pour the mixture over the potatoes.', 'Bake in the preheated 300 degrees F (150 degrees C) oven for 60 minutes.', 'Remove the pan from the oven, sprinkle with cheese, and bake another 30 minutes or until the cheese melts.']"
